Team,Jumper_No,Player,DOB,Height,Position,Games,Age,Origin
Geelong,36,Oliver Henry,2002-07-29,189.0,Forward,90,23yr 8mth,Geelong Falcons
Geelong,23,Lennox Hoffman,2006-08-08,191.0,Defender,0,19yr 8mth,Sandringham Dragons
Geelong,22,Hunter Holmes,2007-02-19,188.0,Midfield,0,19yr 2mth,Oakleigh Chargers
Geelong,9,Max Holmes,2002-08-29,190.0,Midfield,108,23yr 7mth,Sandringham Dragons
Geelong,17,Lawson Humphries,2003-04-24,182.0,Defender,42,22yr 11mth,Swan Districts
Geelong,10,Mitchell Knevitt,2003-01-08,193.0,Midfield,22,23yr 3mth,Geelong Falcons
Geelong,8,Jake Kolodjashnij,1995-08-09,193.0,Defender,200,30yr 8mth,Launceston
Geelong,7,Shaun Mannagh,1997-08-06,178.0,Forward,41,28yr 8mth,Werribee
Geelong,19,Jack Martin,1995-01-29,186.0,Forward,169,31yr 2mth,Geraldton
Geelong,31,Keighton Matofai-Forbes,2006-02-02,188.0,DefenderForward,0,20yr 2mth,Western Jets
Geelong,25,Jesse Mellor,2007-01-04,185.0,Forward,0,19yr 3mth,Geelong Falcons
Geelong,32,Gryan Miers,1999-03-30,179.0,Forward,160,27yr,Geelong Falcons
Geelong,20,Jacob Molier,2006-10-11,201.0,Ruck,0,19yr 6mth,Sturt
Geelong,34,Oisin Mullin,2000-02-11,182.0,DefenderMidfield,49,26yr 2mth,Mayo
Geelong,33,Shannon Neale,2002-07-25,203.0,Forward,51,23yr 8mth,South Fremantle
Geelong,42,Mark O'Connor,1997-01-17,189.0,DefenderMidfield,151,29yr 3mth,Ireland
Geelong,14,Connor O'Sullivan,2005-05-19,198.0,Defender,32,20yr 11mth,Murray Bushrangers
Geelong,37,Joe Pike,2005-05-17,203.0,Ruck,0,20yr 11mth,Geelong Falcons
Geelong,2,Jay Polkinghorne,2006-06-02,191.0,Forward,0,19yr 10mth,Norwood
Geelong,3,Bailey Smith,2000-12-07,185.0,Midfield,132,25yr 4mth,Sandringham Dragons
Geelong,1,Rhys Stanley,1990-12-01,200.0,Ruck,229,35yr 4mth,West Adelaide
Geelong,18,Tyson Stengle,1998-10-19,175.0,Forward,109,27yr 6mth,Woodville West Torrens
Geelong,15,George Stevens,2005-04-14,189.0,Midfield,2,21yr,Greater Western Victoria Rebels
Geelong,44,Thomas Stewart,1993-03-15,190.0,Defender,197,33yr 1mth,Geelong Vfl
Geelong,21,Oliver Wiltshire,2002-09-15,180.0,Forward,6,23yr 7mth,Barwon Heads
Geelong,29,James Worpel,1999-01-24,186.0,Midfield,151,27yr 2mth,Geelong Falcons
Gold Coast,48,Oscar Adams,2003-07-23,197.0,Defender,11,22yr 8mth,Glenelg
Gold Coast,38,Beau Addinsall,2007-03-09,182.0,Midfield,0,19yr 1mth,Gold Coast Suns Academy
Gold Coast,15,Noah Anderson,2001-02-17,192.0,Midfield,134,25yr 2mth,Oakleigh Chargers
Gold Coast,1,Mac Andrew,2003-12-04,202.0,Defender,71,22yr 4mth,Dandenong Stingrays
Gold Coast,10,Charlie Ballard,1999-07-23,196.0,Defender,138,26yr 8mth,Sturt
Gold Coast,31,Cooper Bell,2006-11-30,199.0,DefenderForward,0,19yr 4mth,Belconnen
Gold Coast,33,Sam Clohesy,2002-12-12,189.0,Midfield,39,23yr 4mth,Werribee
Gold Coast,25,Samuel Collins,1994-06-15,194.0,Defender,155,31yr 10mth,Box Hill Hawks
Gold Coast,43,Koby Coulson,2007-07-31,180.0,Midfield,0,18yr 8mth,Gold Coast Suns Academy
Gold Coast,5,Alex Davies,2002-03-18,193.0,Midfield,44,24yr 1mth,Suns Academy
Gold Coast,42,Asher Eastham,2006-05-13,190.0,Forward,0,19yr 11mth,Gippsland Power
Gold Coast,36,Zak Evans,2000-03-26,190.0,Midfield,0,26yr,Melbourne Renegades
Gold Coast,50,Jy Farrar,1996-12-07,190.0,Forward,44,29yr 4mth,Scotch OC
Gold Coast,46,Caleb Graham,2000-09-12,194.0,Defender,37,25yr 7mth,Gold Coast Academy
Gold Coast,26,Will Graham,2005-07-27,186.0,MidfieldForward,31,20yr 8mth,Palm Beach Currumbin AFC
Gold Coast,39,Lachlan Gulbin,2006-11-24,187.0,Forward,3,19yr 4mth,Broadbeach
Gold Coast,12,Elliott Himmelberg,1998-06-04,196.0,Forward,50,27yr 10mth,Redlands
Gold Coast,7,Nicholas Holman,1995-05-29,188.0,MidfieldForward,147,30yr 10mth,Central District
Gold Coast,19,Bailey Humphrey,2004-09-11,186.0,MidfieldForward,66,21yr 7mth,Gippsland Power
Gold Coast,16,Joel Jeffrey,2002-03-12,192.0,Defender,59,24yr 1mth,Suns Academy
Gold Coast,44,Ben Jepson,2001-10-10,184.0,Midfield,1,24yr 6mth,Coburg
Gold Coast,34,Ben King,2000-07-07,202.0,Forward,126,25yr 9mth,Sandringham Dragons
Gold Coast,37,Max Knobel,2004-06-27,206.0,Ruck,0,21yr 9mth,Gippsland Power
Gold Coast,45,Caleb Lewis,2003-09-29,198.0,Forward,0,22yr 6mth,Casey
Gold Coast,8,Leo Lombard,2006-10-05,179.0,Forward,10,19yr 6mth,Broadbeach
Gold Coast,22,Ben Long,1997-08-21,186.0,Forward,141,28yr 7mth,Nt Thunder
Gold Coast,11,Touk Miller,1996-02-22,178.0,MidfieldForward,220,30yr 1mth,Calder Cannons
Gold Coast,23,Ned Moyle,2002-02-15,206.0,Ruck,13,24yr 2mth,Oakleigh Chargers
Gold Coast,35,Jai Murray,2007-03-09,185.0,Midfield,0,19yr 1mth,Gold Coast Suns Academy
Gold Coast,2,John Noble,1997-03-25,180.0,Defender,143,29yr,West Adelaide
Gold Coast,30,Dylan Patterson,2007-09-01,184.0,Defender,0,18yr 7mth,Gold Coast Suns Academy
Gold Coast,3,Christian Petracca,1996-01-04,187.0,MidfieldForward,216,30yr 3mth,Eastern Ranges
Gold Coast,27,Wil Powell,1999-08-26,188.0,DefenderMidfield,136,26yr 7mth,Claremont
Gold Coast,20,Ethan Read,2005-07-07,202.0,Forward,31,20yr 9mth,Palm Beach Currumbin AFC
Gold Coast,17,Daniel Rioli,1997-04-16,179.0,Defender,209,29yr,North Ballarat Rebels
Gold Coast,29,Jake Rogers,2005-03-02,172.0,Forward,22,21yr 1mth,Broadbeach AFC
Gold Coast,18,Matt Rowell,2001-07-01,180.0,Midfield,113,24yr 9mth,Oakleigh Chargers
Gold Coast,41,Avery Thomas,2007-09-20,185.0,Defender,0,18yr 6mth,Tasmania Devils
Gold Coast,9,Jamarra Ugle-Hagan,2002-04-04,197.0,Forward,67,24yr,Oakleigh Chargers
Gold Coast,6,Bodhi Uwland,2003-07-25,188.0,Defender,55,22yr 8mth,Allies
Gold Coast,32,Zeke Uwland,2007-04-24,179.0,DefenderMidfield,6,18yr 11mth,Gold Coast Suns Academy
Gold Coast,4,Jed Walter,2005-06-08,195.0,Forward,33,20yr 10mth,Palm Beach Currumbin AFC
Gold Coast,14,Lachlan Weller,1996-02-23,182.0,Midfield,167,30yr 1mth,Southport
Gold Coast,28,Jarrod Witts,1992-09-13,209.0,Ruck,211,33yr 7mth,Sydney University
GWS Giants,21,Leek Aleer,2001-08-21,194.0,Defender,26,24yr 7mth,Central District
GWS Giants,29,Cody Angove,2006-05-28,182.0,Forward,4,19yr 10mth,Claremont
GWS Giants,9,Ryan Angwin,2002-12-12,185.0,Midfield,36,23yr 4mth,Gippsland Power
GWS Giants,7,Lachlan Ash,2001-06-21,188.0,Defender,131,24yr 9mth,Murray Bushrangers
GWS Giants,14,Toby Bedford,2000-05-27,179.0,MidfieldForward,85,25yr 10mth,Dandenong Stingrays
GWS Giants,32,Kieren Briggs,1999-10-06,201.0,Ruck,74,26yr 6mth,Pennant Hills
GWS Giants,46,Callum Brown,2000-08-15,188.0,Forward,69,25yr 8mth,County Derry
GWS Giants,44,Jack Buckley,1997-12-17,195.0,Defender,90,28yr 4mth,Swans Academy
GWS Giants,5,Aaron Cadman,2004-03-03,195.0,Forward,60,22yr 1mth,Greater Western Victoria Rebels
GWS Giants,17,Finn Callaghan,2003-04-26,192.0,Midfield,77,22yr 11mth,Sandringham Dragons
GWS Giants,3,Stephen Coniglio,1993-12-15,182.0,MidfieldForward,232,32yr 4mth,Swan Districts
GWS Giants,16,Brent Daniels,1999-03-09,172.0,Forward,113,27yr 1mth,Bendigo Pioneers
GWS Giants,45,Finnegan Davis,2007-01-21,188.0,Defender,0,19yr 2mth,Western Jets
GWS Giants,38,Josaia Delana,2006-07-01,176.0,Forward,7,19yr 9mth,East Coast Eagles
GWS Giants,37,Joseph Fonti,2004-12-24,189.0,Defender,28,21yr 3mth,Claremont
GWS Giants,11,Phoenix Gothard,2005-09-07,179.0,Forward,6,20yr 7mth,Murray Bushrangers
GWS Giants,12,Tom Green,2001-01-23,192.0,Midfield,115,25yr 2mth,GWS Giants Academy
GWS Giants,4,Toby Greene,1993-09-25,182.0,MidfieldForward,267,32yr 6mth,Oakleigh Chargers
GWS Giants,35,Max Gruzewski,2004-07-21,192.0,Forward,15,21yr 8mth,Oakleigh Chargers
GWS Giants,43,Riley Hamilton,2006-08-15,189.0,MidfieldForward,0,19yr 8mth,Ainslie
GWS Giants,13,Oliver Hannaford,2006-09-01,180.0,MidfieldForward,3,19yr 7mth,Greater Western Victoria Rebels
GWS Giants,27,Harrison Himmelberg,1996-05-08,195.0,Defender,207,29yr 11mth,Mangoplah Cookardinia United Eastlakes
GWS Giants,23,Jesse Hogan,1995-02-12,196.0,Forward,186,31yr 2mth,Claremont
GWS Giants,39,Connor Idun,2000-07-29,193.0,Defender,123,25yr 8mth,Geelong Falcons
GWS Giants,2,Darcy Jones,2004-04-03,175.0,Forward,37,22yr,Swan Districts
GWS Giants,22,Joshua Kelly,1995-02-12,184.0,Midfield,230,31yr 2mth,Sandringham Dragons
GWS Giants,25,Jayden Laverde,1996-04-12,193.0,Defender,151,30yr,Western Jets
GWS Giants,30,James Leake,2005-10-02,188.0,DefenderForward,4,20yr 6mth,Tasmania Devils
GWS Giants,41,Nick Madden,2004-05-17,204.0,Ruck,5,21yr 11mth,Greater Western Sydney
GWS Giants,31,Toby McMullin,2004-08-06,183.0,Midfield,29,21yr 8mth,Sandringham Dragons
GWS Giants,33,Xavier O'Halloran,2000-07-11,187.0,MidfieldForward,96,25yr 9mth,Western Jets
GWS Giants,10,Clayton Oliver,1997-07-22,189.0,Midfield,211,28yr 8mth,Murray Bushrangers
GWS Giants,19,Harrison Oliver,2006-06-15,181.0,Defender,0,19yr 10mth,Sandringham Dragons
GWS Giants,28,Jack Ough,2006-12-15,194.0,Midfield,0,19yr 4mth,Greater Western Victoria Rebels
GWS Giants,26,Jake Riccardi,1999-11-07,198.0,ForwardRuck,95,26yr 5mth,Werribee
GWS Giants,24,Harry Rowston,2004-08-12,182.0,Midfield,21,21yr 8mth,Griffith Swans FNC
GWS Giants,36,Logan Smith,2006-09-24,204.0,Ruck,0,19yr 6mth,Queanbeyan
GWS Giants,18,Conor Stone,2002-04-22,189.0,Defender,20,23yr 11mth,Oakleigh Chargers
GWS Giants,20,Jake Stringer,1994-04-25,192.0,Forward,233,31yr 11mth,Bendigo Pioneers
GWS Giants,34,Oskar Taylor,2007-08-01,182.0,Defender,0,18yr 8mth,Eastern Ranges
GWS Giants,15,Sam Taylor,1999-05-05,198.0,Defender,131,26yr 11mth,Swan Districts
GWS Giants,1,Harvey Thomas,2005-08-08,176.0,MidfieldForward,46,20yr 8mth,GWS Giants Academy
GWS Giants,42,Nathan Wardius,2004-10-12,181.0,Forward,0,21yr 6mth,Rand-Walbundrie-Walla
GWS Giants,6,Lachie Whitfield,1994-07-18,185.0,Defender,263,31yr 9mth,Dandenong Stingrays
Hawthorn,10,Karl Amon,1995-08-19,181.0,Defender,200,30yr 8mth,Sandringham Dragons
Hawthorn,32,Cody Anderson,2006-01-30,183.0,Midfield,0,20yr 2mth,Eastern Ranges
Hawthorn,37,Tom Barrass,1995-10-08,197.0,Defender,181,30yr 6mth,Claremont
Hawthorn,24,Josh Battle,1998-09-01,193.0,Defender,155,27yr 7mth,Dandenong Stingrays
Hawthorn,36,James Blanck,2000-11-20,196.0,Defender,24,25yr 4mth,Box Hill Hawks
Hawthorn,30,Sam Butler,2003-02-10,184.0,MidfieldForward,31,23yr 2mth,GWV Rebels
Hawthorn,18,Mabior Chol,1997-01-29,200.0,Forward,113,29yr 2mth,Aspley
Hawthorn,16,Massimo D'Ambrosio,2003-06-05,178.0,Midfield,72,22yr 10mth,Western Jets
Hawthorn,34,Jack Dalton,2007-04-05,178.0,Midfield,1,19yr,Sandringham Dragons
Hawthorn,12,Will Day,2001-06-05,191.0,Midfield,76,24yr 10mth,West Adelaide
Hawthorn,13,Calsher Dear,2005-08-04,195.0,Forward,27,20yr 8mth,Sandringham Dragons
Hawthorn,33,Jack Ginnivan,2002-12-09,185.0,Forward,96,23yr 4mth,Bendigo Pioneers
Hawthorn,35,Ollie Greeves,2007-02-07,192.0,Midfield,0,19yr 2mth,Eastern Ranges
Hawthorn,19,Jack Gunston,1991-10-16,193.0,Forward,288,34yr 6mth,Sandringham
Hawthorn,15,Blake Hardwick,1997-02-05,183.0,Defender,204,29yr 2mth,Eastern Ranges
Hawthorn,41,Matt Hill,2004-01-01,187.0,Defender,0,22yr 3mth,Melbourne Storm
Hawthorn,44,Henry Hustwaite,2004-07-20,195.0,Midfield,10,21yr 8mth,Dandenong Stingrays
Hawthorn,4,Jarman Impey,1995-07-09,178.0,Defender,227,30yr 9mth,Murray Bushrangers
Hawthorn,31,Matthew LeRay,2007-02-22,188.0,Midfield,0,19yr 1mth,Central District
Hawthorn,2,Mitchell Lewis,1998-10-14,199.0,Forward,84,27yr 6mth,Calder Cannons
Hawthorn,9,Connor MacDonald,2003-01-13,185.0,Forward,96,23yr 3mth,Dandenong Stingrays
Hawthorn,42,Bailey Macdonald,2004-08-04,182.0,Defender,8,21yr 8mth,Oakleigh Chargers
Hawthorn,28,Cameron Mackenzie,2004-01-21,188.0,Midfield,50,22yr 2mth,Sandringham Dragons
Hawthorn,20,Finn Maginness,2001-02-23,189.0,Forward,59,25yr 1mth,Sandringham Dragons
Hawthorn,27,William McCabe,2005-09-29,197.0,Defender,1,20yr 6mth,Tanunda
Hawthorn,17,Lloyd Meek,1998-04-22,203.0,Ruck,83,27yr 11mth,Gwv Rebels
Hawthorn,8,Dylan Moore,1999-08-04,177.0,Forward,132,26yr 8mth,Eastern Ranges
Hawthorn,1,Harry Morrison,1998-11-12,184.0,Midfield,124,27yr 5mth,Murray Bushrangers
Hawthorn,21,Noah Mraz,2006-02-20,198.0,Defender,0,20yr 1mth,Dandenong Stingrays
Hawthorn,22,Cameron Nairn,2007-10-15,188.0,MidfieldForward,0,18yr 6mth,Central District
Hawthorn,11,Conor Nash,1998-07-28,198.0,Midfield,126,27yr 8mth,Dublin
Hawthorn,3,Jai Newcombe,2001-08-02,187.0,Midfield,108,24yr 8mth,Box Hill
Hawthorn,39,Flynn Perez,2001-08-25,188.0,Defender,27,24yr 7mth,Bendigo Pioneers
Hawthorn,38,Max Ramsden,2003-04-19,203.0,Forward,9,23yr,Sandringham Dragons
Hawthorn,7,Ned Reeves,1998-10-31,210.0,Ruck,48,27yr 5mth,Box Hill
Hawthorn,26,Bodie Ryan,2005-04-20,187.0,Defender,0,20yr 11mth,Glenelg
Hawthorn,29,Aidan Schubert,2007-12-21,198.0,ForwardRuck,0,18yr 3mth,Central District
Hawthorn,14,Jack Scrimshaw,1998-09-04,194.0,Defender,127,27yr 7mth,Sandringham Dragons
Hawthorn,6,James Sicily,1995-01-06,188.0,Defender,185,31yr 3mth,Western Jets
Hawthorn,43,Jaime Uhr-Henry,2003-03-12,209.0,Ruck,0,23yr 1mth,Dandenong Rangers
Hawthorn,25,Josh Ward,2003-08-15,183.0,Midfield,73,22yr 8mth,Northern Knights
Hawthorn,5,Nick Watson,2005-02-24,170.0,Forward,49,21yr 1mth,Eastern Ranges
Hawthorn,23,Joshua Weddle,2004-05-25,191.0,DefenderMidfield,66,21yr 10mth,Oakleigh Chargers
Melbourne,26,Jed Adams,2004-05-14,196.0,Defender,1,21yr 11mth,Peel Thunder
Melbourne,38,Oscar Berry,,196.0,Defender,0,,North Florida Ospreys
Melbourne,17,Jake Bowey,2002-09-12,175.0,Defender,84,23yr 7mth,Sandringham Dragons
Melbourne,29,Tom Campbell,1991-11-02,201.0,Ruck,58,34yr 5mth,Bendigo Bombers
Melbourne,37,Kade Chandler,2000-01-13,175.0,Forward,85,26yr 3mth,Norwood
Melbourne,41,Paddy Cross,2003-02-14,181.0,Forward,1,23yr 2mth,Casey VFL
Melbourne,13,Jai Culley,2003-02-24,194.0,Midfield,22,23yr 1mth,Dandenong Stingrays
Melbourne,31,Bayley Fritsch,1996-12-06,188.0,Forward,176,29yr 4mth,Casey Demons
Melbourne,11,Max Gawn,1991-12-30,209.0,Ruck,253,34yr 3mth,Sandringham Dragons
Melbourne,27,Max Heath,2002-10-24,204.0,ForwardRuck,5,23yr 5mth,Sandringham Dragons
Melbourne,43,Jack Henderson,1999-10-01,176.0,Forward,5,26yr 6mth,Werribee
Melbourne,22,Blake Howes,2003-04-07,191.0,Defender,34,23yr,Sandringham Dragons
Melbourne,21,Matthew Jefferson,2004-03-08,195.0,Forward,8,22yr 1mth,Oakleigh Chargers
Melbourne,14,Changkuoth Jiath,1999-06-13,185.0,Defender,79,26yr 10mth,Ethiopia
Melbourne,42,Aidan Johnson,2000-03-09,193.0,Forward,5,26yr 1mth,Werribee
Melbourne,44,Luker Kentfield,2005-09-10,194.0,Forward,0,20yr 7mth,Subiaco
Melbourne,15,Ed Langdon,1996-02-01,182.0,MidfieldForward,208,30yr 2mth,Sandringham Dragons
Melbourne,4,Harvey Langford,2006-03-15,191.0,Midfield,28,20yr 1mth,Dandenong Stingrays
Melbourne,16,Bailey Laurie,2002-03-24,179.0,Forward,14,24yr,Oakleigh Chargers
Melbourne,8,Jake Lever,1996-03-05,194.0,Defender,192,30yr 1mth,Calder Cannons
Melbourne,5,Xavier Lindsay,2006-08-03,183.0,DefenderMidfield,23,19yr 8mth,Gippsland Power
Melbourne,20,Thomas Matthews,2007-02-28,171.0,Forward,0,19yr 1mth,Gippsland Power
Melbourne,1,Steven May,1992-01-10,193.0,Defender,251,34yr 3mth,Southern Districts
Melbourne,23,Shane McAdam,1995-05-28,186.0,Forward,53,30yr 10mth,Sturt
Melbourne,25,Tom McDonald,1992-09-18,195.0,Defender,252,33yr 7mth,North Ballarat
Melbourne,18,Jake Melksham,1991-08-29,186.0,Forward,250,34yr 7mth,Calder Cannons
Melbourne,39,Ricky Mentha,2006-09-04,178.0,DefenderForward,0,19yr 7mth,Gippsland Power
Melbourne,28,Brody Mihocek,1993-02-04,192.0,Forward,165,33yr 2mth,Port Melbourne
Melbourne,45,Andy Moniz-Wakefield,2003-10-26,182.0,Defender,6,22yr 5mth,NT Thunder
Melbourne,40,Riley Onley,2000-01-01,,Midfield,0,26yr 3mth,Murray Bushrangers
Melbourne,35,Harrison Petty,1999-11-12,197.0,DefenderForward,107,26yr 5mth,Norwood
Melbourne,36,Kysaiah Pickett,2001-06-02,171.0,MidfieldForward,132,24yr 10mth,Woodville West Torrens
Melbourne,33,Latrelle Pickett,2005-12-28,182.0,Forward,6,20yr 3mth,Glenelg
Melbourne,24,Trent Rivers,2001-07-30,188.0,Defender,125,24yr 8mth,East Fremantle
Melbourne,3,Christian Salem,1995-07-15,184.0,Defender,204,30yr 9mth,Sandringham Dragons
Melbourne,30,Harry Sharp,2002-12-17,182.0,Forward,40,23yr 4mth,Gwv Rebels
Melbourne,32,Tom Sparrow,2000-05-31,183.0,MidfieldForward,123,25yr 10mth,South Adelaide
Melbourne,9,Jack Steele,1995-12-13,187.0,Midfield,208,30yr 4mth,Belconnen
Melbourne,19,Xavier Taylor,2007-01-30,192.0,Defender,1,19yr 2mth,Eastern Ranges
Melbourne,12,Koltyn Tholstrup,2005-06-28,186.0,DefenderForward,25,20yr 9mth,Subiaco
Melbourne,10,Daniel Turner,2002-01-28,194.0,Defender,42,24yr 2mth,Murray Bushrangers
Melbourne,2,Jacob Van Rooyen,2003-04-16,193.0,Forward,63,23yr,Claremont
Melbourne,7,Jack Viney,1994-04-13,179.0,Midfield,237,32yr,Oakleigh Chargers
Melbourne,34,Kalani White,2007-05-05,201.0,ForwardRuck,0,18yr 11mth,Casey Demons
Melbourne,6,Caleb Windsor,2005-06-09,185.0,DefenderMidfield,42,20yr 10mth,Eastern Ranges
North Melbourne,34,Jackson Archer,2003-01-09,187.0,Defender,26,23yr 3mth,Northern Knights
North Melbourne,45,Zac Banch,2003-07-21,175.0,Forward,6,22yr 8mth,Werribee
North Melbourne,39,Tom Blamires,2002-08-13,181.0,DefenderMidfield,6,23yr 8mth,Frankston VFL
North Melbourne,21,Callum Coleman-Jones,1999-06-13,200.0,Ruck,36,26yr 10mth,Sturt
North Melbourne,30,Charlie Comben,2001-07-20,199.0,Defender,54,24yr 8mth,Gippsland Power
North Melbourne,4,Aidan Corr,1994-05-17,195.0,Defender,176,31yr 11mth,Northern Knights
North Melbourne,25,Paul Curtis,2003-03-04,185.0,Forward,84,23yr 1mth,Western Jets
North Melbourne,5,Caleb Daniel,1996-07-07,171.0,Defender,221,29yr 9mth,South Adelaide
North Melbourne,27,Jack Darling,1992-06-13,191.0,Forward,325,33yr 10mth,West Perth
North Melbourne,9,Luke Davies-Uniacke,1999-06-08,188.0,Midfield,136,26yr 10mth,Dandenong Stingrays
North Melbourne,18,Wil Dawson,2005-12-20,200.0,Defender,8,20yr 3mth,Gipplands Power
North Melbourne,1,Lachy Dovaston,2007-05-29,178.0,Forward,4,18yr 10mth,Eastern Ranges
North Melbourne,7,Zane Duursma,2005-08-28,190.0,DefenderForward,29,20yr 7mth,Gippsland Power
North Melbourne,16,Zac Fisher,1998-06-15,175.0,Forward,132,27yr 10mth,Perth
North Melbourne,33,Brayden George,2004-01-13,187.0,Forward,0,22yr 3mth,Murray Bushrangers
North Melbourne,22,Taylor Goad,2005-04-28,207.0,Ruck,0,20yr 11mth,South Adelaide
North Melbourne,31,Josh Goater,2003-06-02,190.0,Defender,12,22yr 10mth,Calder Cannons
North Melbourne,46,Robert Hansen,2004-03-13,182.0,MidfieldForward,20,22yr 1mth,Subiaco
North Melbourne,17,Riley Hardeman,2005-02-27,184.0,Defender,20,21yr 1mth,Swan Districts
North Melbourne,37,Cooper Harvey,2004-07-12,180.0,Forward,10,21yr 9mth,Northern Knights
North Melbourne,41,Jacob Konstanty,2004-11-09,177.0,Forward,25,21yr 5mth,Gippsland Power
North Melbourne,20,Nick Larkey,1998-06-06,198.0,Forward,140,27yr 10mth,Oakleigh Chargers
North Melbourne,19,Griffin Logue,1998-04-13,193.0,Defender,101,28yr,Swan Districts
North Melbourne,11,Luke McDonald,1995-02-09,189.0,Defender,224,31yr 2mth,Werribee
North Melbourne,10,Colby McKercher,2005-04-12,182.0,Defender,45,21yr,Tasmania Devils
North Melbourne,28,Hugo Mikunda,2007-03-13,180.0,MidfieldForward,0,19yr 1mth,Geelong Falcons
North Melbourne,2,Finn O'Sullivan,2006-05-30,182.0,DefenderMidfield,26,19yr 10mth,Oakleigh Chargers
North Melbourne,26,Luke Parker,1992-10-25,183.0,DefenderMidfield,321,33yr 5mth,Dandenong Stingrays
North Melbourne,32,Toby Pink,1998-08-11,194.0,Defender,36,27yr 8mth,Glenelg
North Melbourne,24,Tom Powell,2002-03-02,184.0,MidfieldForward,97,24yr 1mth,Sturt
North Melbourne,8,Bailey Scott,2000-07-09,186.0,Midfield,113,25yr 9mth,Gc Suns Academy
North Melbourne,3,Harry Sheezel,2004-10-13,185.0,MidfieldForward,73,21yr 6mth,Sandringham Dragons
North Melbourne,12,Jy Simpkin,1998-03-05,183.0,MidfieldForward,179,28yr 1mth,Murray Bushrangers
North Melbourne,13,Charlie Spargo,1999-11-25,172.0,Forward,110,26yr 4mth,Murray Bushrangers
North Melbourne,15,Dylan Stephens,2001-01-08,184.0,Midfield,87,25yr 3mth,Norwood
North Melbourne,36,River Stevens,2006-06-26,176.0,MidfieldForward,0,19yr 9mth,Geelong Falcons
North Melbourne,23,Blake Thredgold,2007-08-27,195.0,Defender,0,18yr 7mth,Sturt
North Melbourne,47,Cooper Trembath,2005-10-17,193.0,Forward,9,20yr 6mth,North Melbourne VFL
North Melbourne,14,Luke Urquhart,2006-09-19,184.0,Midfield,0,19yr 7mth,East Fremantle
North Melbourne,6,George Wardlaw,2004-06-11,182.0,Midfield,43,21yr 10mth,Oakleigh Chargers
North Melbourne,35,Matt Whitlock,2006-05-16,198.0,DefenderForward,2,19yr 11mth,Murray Bushrangers
North Melbourne,38,Tristan Xerri,1999-03-15,202.0,Ruck,79,27yr 1mth,Western Jets
North Melbourne,44,Cameron Zurhaar,1998-05-22,190.0,Forward,149,27yr 10mth,East Fremantle
Port Adelaide,21,Aliir Aliir,1994-09-05,194.0,Defender,184,31yr 7mth,East Fremantle
Port Adelaide,29,Tom Anastasopoulos,2005-05-31,176.0,Forward,0,20yr 10mth,Geelong Falcons
Port Adelaide,40,Benny Barrett,2006-05-01,172.0,Midfield,0,19yr 11mth,South Adelaide
Port Adelaide,14,Miles Bergman,2001-10-18,189.0,Defender,107,24yr 6mth,Sandringham Dragons
Port Adelaide,5,Joe Berry,2006-04-18,181.0,Forward,18,20yr,Murray Bushrangers
Port Adelaide,23,Will Brodie,1998-08-23,190.0,Midfield,55,27yr 7mth,Murray Bushrangers
Port Adelaide,7,Jase Burgoyne,2003-07-15,186.0,DefenderMidfield,62,22yr 9mth,Eagles
Port Adelaide,9,Zak Butters,2000-09-08,181.0,Midfield,145,25yr 7mth,Western Jets
Port Adelaide,33,Darcy Byrne-Jones,1995-09-20,181.0,DefenderForward,227,30yr 6mth,Oakleigh Chargers
Port Adelaide,26,Tom Cochrane,2006-01-27,182.0,Forward,3,20yr 2mth,Central District
Port Adelaide,28,Willem Drew,1998-10-01,188.0,Midfield,136,27yr 6mth,North Ballarat Rebels
Port Adelaide,44,Corey Durdin,2002-04-14,173.0,Forward,70,24yr,Central Districts
Port Adelaide,22,Logan Evans,2005-10-07,189.0,Defender,29,20yr 6mth,Port Adelaide
Port Adelaide,6,Kane Farrell,1999-03-17,182.0,Defender,120,27yr 1mth,Bendigo Pioneers
Port Adelaide,19,Mitch Georgiades,2001-09-28,192.0,Forward,98,24yr 6mth,Subiaco
Port Adelaide,18,Jason Horne-Francis,2003-06-21,185.0,MidfieldForward,86,22yr 9mth,South Adelaide
Port Adelaide,34,Lachlan Jones,2002-04-09,186.0,Defender,79,24yr,-
Port Adelaide,43,Josh Lai,2005-10-01,185.0,DefenderMidfield,4,20yr 6mth,Cheltenham
Port Adelaide,50,Mani Liddy,2002-02-20,181.0,Midfield,9,24yr 1mth,Central Districts
Port Adelaide,30,Ollie Lord,2002-01-02,197.0,Forward,35,24yr 3mth,Sandringham Dragons
Port Adelaide,36,Will Lorenz,2005-02-19,186.0,Midfield,8,21yr 2mth,Oakleigh Chargers
Port Adelaide,12,Jack Lukosius,2000-08-09,195.0,Forward,127,25yr 8mth,Woodville-West Torrens
Port Adelaide,31,Ewan Mackinlay,2003-07-18,182.0,Midfield,7,22yr 9mth,North Adelaide
Port Adelaide,4,Todd Marshall,1998-10-08,198.0,DefenderForward,120,27yr 6mth,Murray Bushrangers
Port Adelaide,3,Jackson Mead,2001-09-30,184.0,Midfield,66,24yr 6mth,Woodville West Torrens
Port Adelaide,11,Christian Moraes,2006-11-08,183.0,Midfield,15,19yr 5mth,Eastern Ranges
Port Adelaide,42,Jacob Moss,2004-12-22,198.0,Defender,0,21yr 3mth,Sturt Sabres
