Player,Team,Age,Age_Decimal,Position,Matches,RatingPoints_Avg,Supercoach_Avg,DreamTeamPoints_Avg,CoachesVotes_Total,CoachesVotes_Avg,CoachesVotes_MatchesPolled,BnFVotes_Total,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,KickingEfficiency,HandballEfficiency,DisposalRetentionPercentage,KicksIntoF50,KickIntoF50RetentionPercentage,KickPercentage,Inside50s,Rebound50s,Clangers,DisposalsPerClanger,Turnovers,DisposalsPerTurnover,MetresGained,MetresGainedPerDisposal,AssistedMetresGained,NetMetresGained,KickMetresGained,RetainedMetresGained,KickMetresGainedPerKick,HandballMetresGained,HandballMetresGainedPerHandball,xThreatPerKick,ThreatRating,xRetainPerKick,RetentionRating,ContestedPossessions,UncontestedPossessions,TotalPossessions,ContestedPossessionRate,Intercepts,GroundBallGets,GroundBallGetsForward50,HardBallGets,LooseBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,GathersFromHitout,CrumbingPossessions,HandballReceives,AverageFieldPosition,Defensive50Possessions,DefensiveMidfieldPossessions,AttackingMidfieldPossessions,Forward50Possessions,CentreBounceAttendances,CentreBounceAttendancePercentage,CentreClearances,CentreClearanceRate,StoppageClearances,TotalClearances,FirstPossessions,FirstPossessionToClearance,Marks,ContestedMarks,MarksInside50,InterceptMarks,MarksOnLead,FreesFor,FreesAgainst,FreesDiff,RuckContests,RuckContestPercentage,Hitouts,HitoutsWinPercentage,HitoutsToAdvantage,HitoutsToAdvantagePercentage,RuckHardBallGets,HitoutToFirstPossession,HitoutToClearance,Tackles,TacklesInside50,ContestDefensiveOneOnOnes,ContestDefensiveLossPercentage,ContestOffensiveOneOnOnes,ContestOffensiveWinPercentage,Goals_Total,Goals_Avg,Behinds,ShotsAtGoal,GoalAssists,ScoreAssists,ScoreboardImpact,GoalAccuracy,ScoreInvolvements,ScoreInvolvementPercentage,ScoreLaunches,xScoreShots,xScorePerShot,xScoreRatingPerShot,xScoreShots_Set,xScorePerShot_Set,xScoreRatingPerShot_Set,xScoreShots_General,xScorePerShot_General,xScoreRatingPerShot_General,KickIns,KickInPercentage,KickInsPlayOnPercentage,Bounces,OnePercenters,PressureActs,PressureActsDefensiveHalf,Spoils
William Hayes,Collingwood,19,19.62,Gen. Forward,2,3.25,44,45,0,0,0,0,73,6.5,1.5,8,81.25,76.923,100,68.75,1.5,66.667,81.25,2,0,2.5,3.2,3.5,2.286,236,29.5,111.435,347.435,212.2,133.51,32.646,3.975,2.65,28.627,-1.355,48.215,6.33,1.5,8.5,10,15,1,0,0,0,0,1.5,0,0,0,5,12.901,0.5,3,4.5,2,0,0,0,,0,0,0,,3,0,0,0,0.5,1.5,1,0.5,0,0,0,,0,,0,,,3,0.5,0,,0,,1,0.5,0,1,0.5,0.5,6,50,2,8,0,2,3.766,-0.766,1,4.846,1.154,1,2.686,-2.686,0,0,,0,0,14,4.5,0
Brandon Zerk-Thatcher,Port Adelaide,27,27.35,Key Defender,13,6.377,59.154,47.308,0,0,0,0,96.692,7,4,11,76.923,72.527,84.615,73.239,0.462,50,63.636,0.538,2.615,2.769,3.972,2,5.5,154.615,14.056,159.359,313.975,152.275,81.874,22.242,5.185,1.296,16.421,2.097,68.35,0.786,4.538,6.308,10.846,41.844,5.615,3,0,0.462,2.538,4.077,2.615,0.077,0.615,1.846,-43.558,5.846,3.615,1.385,0,0,0,0,,0.308,0.308,0.231,33.333,4.769,0.692,0,1.769,0,0.769,1.077,-0.308,0,0,0,,0,,0,,,1.615,0,3.231,26.19,0.077,0,0,0,0,0,0,0,0,,1.462,7.28,1.077,0,,,0,,,0,,,0.154,1.307,100,0,5.154,7.538,6,4.154
Hugh Jackson,Port Adelaide,22,22.66,Mid-Forward,9,5.778,40.889,33.333,0,0,0,0,52.222,4.778,4.556,9.333,73.81,58.14,90.244,72.289,1.556,42.857,51.19,1.778,0.444,1.333,7,1.667,5.6,130.889,14.024,112.966,243.854,112.836,67.881,23.617,8.517,1.916,28.363,10.346,57.022,1.042,2.778,5.778,8.556,32.468,0.556,2.667,0.333,0.444,2.222,1.333,1.333,0.111,0.556,4,5.496,0.778,2.889,3.333,1.556,1.333,4.959,0.222,16.667,1.111,1.333,1.222,63.636,1.333,0,0.111,0,0.222,0.111,0.556,-0.444,0,0,0,,0,,0,,,1.667,0.444,0,,0.222,0,1,0.111,0.111,0.222,0.444,0.889,3.889,50,2.778,13.661,0.333,2,2.677,0.823,1,3.203,2.797,1,2.152,-1.152,0,0,,0,0.667,8.667,3,0.222
Luke Pedlar,Adelaide,23,23.62,Gen. Forward,9,5.611,47.111,45,0,0,0,0,67.222,5.111,1.889,7,60.317,58.696,64.706,63.492,0.889,25,73.016,1.111,0.333,1.667,4.2,1.667,4.2,128.333,18.333,48.74,177.073,133.616,69.849,26.142,2.232,1.182,27.596,-5.373,51.273,-3.125,3.111,3.556,6.667,46.667,1.333,1.778,0.667,0.778,1,2.667,1.556,0,0.333,0.667,20.845,0.333,1.889,2,2.444,0.333,1.31,0.111,33.333,0.333,0.444,0.444,75,2.222,0.222,0.778,0.222,0.444,1.333,1,0.333,0,0,0,,0,,0,,,3,1.111,0,,0.333,33.333,13,1.444,0.222,1.778,0,0.111,9,81.25,3.222,13.81,0.444,16,4.012,0.988,10,4.305,1.195,6,3.523,0.644,0,0,,0.111,0.444,9.889,4,0.333
Callum Mills,Sydney,28,28.74,Gen. Defender,12,10.35,99.417,90,8,0.667,3,0,82.333,13.5,10.25,23.75,82.807,80.864,85.366,80,1.167,50,56.842,1.5,4.75,1.833,12.955,2.583,9.194,367,15.453,257.531,624.531,335.353,236.245,24.841,11.361,1.108,19.568,1.585,65.5,5.013,5.417,14.917,20.333,26.639,4.833,4.5,0.167,1.167,3.333,4.167,3.5,0.083,1.583,7.417,-25.884,7,9.25,3.75,0.333,0.5,1.858,0.25,50,0.75,1,0.667,75,6.583,0.083,0,1.167,0.083,0.583,0.583,0,0,0,0,,0,,0,,,2.333,0,0.5,50,0,,2,0.167,0.083,0.25,0,0.333,1.417,66.667,4.25,18.28,1.5,3,2.64,1.693,2,2.775,0.725,1,2.37,3.63,3.333,30.075,100,1.167,1.75,10.667,7.667,1.333
Zak Johnson,Essendon,19,19.01,Gen. Defender,9,5.833,50.556,50.444,0,0,0,0,58.556,7.778,5.333,13.111,82.203,77.143,89.583,78.814,1.222,54.545,59.322,1.222,2.111,1.556,8.429,2.222,5.9,227.667,17.364,158.872,386.539,188.452,128.483,24.23,13.097,2.456,17.946,14.407,63.871,0.835,3.222,8.778,12,26.852,3.556,2.444,0.111,0.444,2,3.111,2.444,0.111,0.556,4.667,-35.248,5.667,4.444,1.778,0.111,0,0,0,,0.111,0.111,0.111,100,3.556,0,0,0.444,0,0.778,0.111,0.667,0,0,0,,0,,0,,,1.333,0,0.556,0,0,,0,0,0,0,0.222,0.333,1.444,,2.111,12.338,0.333,0,,,0,,,0,,,1,10.112,88.889,0.889,1.667,5.556,4.667,1.333
Nat Fyfe,Fremantle,34,34.28,Midfielder,8,1.838,21.875,18.375,0,0,0,0,24,2.125,3.875,6,83.333,64.706,93.548,81.25,1,25,35.417,1.5,0.25,1.5,4,1,6,78.125,13.021,102.179,180.304,57.099,36.837,26.87,15.636,4.035,27.072,-2.072,54.067,2.183,2.375,3.75,6.125,38.776,0.75,1.625,0.125,0.25,1.375,1,0.75,0.5,0.375,2.375,0.543,0.625,2.125,2.875,0.5,4.125,15.421,0.5,12.121,0.5,1,1.25,70,1.125,0.125,0,0.125,0,0.125,0.75,-0.625,0,0,0,,0,,0,,,0.75,0.125,0,,0,,0,0,0,0,0.25,0.375,1.625,,1.625,7.027,0.375,0,,,0,,,0,,,0,0,,0,0.375,3.375,1.75,0.125
Leonardo Lombard,Gold Coast,19,19.23,Gen. Forward,4,1,19.25,23,0,0,0,0,50.25,2.75,2,4.75,52.632,45.455,62.5,52.632,0.5,0,57.895,0.5,0.25,1.25,3.8,1.75,2.714,73,15.368,57.58,130.58,76.292,24.157,27.743,-4.122,-2.061,31.05,-18.55,54.254,-4.254,1.25,3.5,4.75,26.316,0.25,0.75,0.25,0.25,0.5,0.5,0.25,0.25,0.25,2,13.133,0.25,1.75,1.25,1.5,1.25,5,0,0,1,1,0.5,100,1,0,0.25,0,0,0.25,0.5,-0.25,0,0,0,,0,,0,,,1.75,1.25,0,,0.25,0,1,0.25,0.5,0.75,0.25,0.5,3.75,33.333,1.5,7.792,0.25,3,3.895,-1.229,2,3.618,-2.618,1,4.45,1.55,0,0,,0,0,10.5,3,0
Dion Prestia,Richmond,33,33.21,Midfielder,12,11.225,82.25,78.833,10,0.833,2,0,80,9.917,13.083,23,72.826,57.983,84.076,72.993,2.083,40,43.116,2.75,1.667,3.083,7.459,3.417,6.732,257.917,11.214,276.809,534.726,220.648,111.058,22.631,16.121,1.232,24.901,-3.472,56.165,-1.063,8.25,14.75,23,35.87,1.75,6.167,1,1.417,4.75,2.25,2.083,1.25,1.167,10.167,-3.698,3.75,8.583,8.5,2.167,17.417,69.205,1.833,10.526,2.583,4.417,4.5,72.222,3.333,0.083,0.167,0.25,0,0.75,0.75,0,0,0,0,,0,,0,,,3,0.333,0,,0,,4,0.333,0.417,0.917,0.5,1,5.917,36.364,5,27.397,1.333,11,2.975,-0.339,3,3.899,0.435,8,2.629,-0.629,0,0,,0,0.917,19.75,9.25,0.25
Caleb Mitchell,Sydney,21,21.39,Gen. Defender,1,2.5,49,51,0,0,0,0,92,8,5,13,61.538,50,80,76.923,0,,61.538,0,1,3,4.333,1,13,40,3.077,125.23,165.23,33.37,-21.5,4.171,0.25,0.05,21.127,-4.46,77.203,-10.537,5,7,12,41.667,5,5,1,0,5,3,3,0,1,2,-29.898,6,3,2,1,0,0,0,,1,1,2,100,4,0,0,1,0,0,1,-1,0,0,0,,0,,0,,,2,0,0,,0,,0,0,0,0,0,1,1,,2,12.5,1,0,,,0,,,0,,,0,0,,0,1,11,7,1
Bailey Laurie,Melbourne,23,23.77,Gen. Forward,1,-0.4,1,12,0,0,0,0,20,2,1,3,0,0,0,0,1,0,66.667,2,0,2,1.5,2,1.5,103,34.333,0,103,88.06,0,44.03,7.37,7.37,37.54,-37.54,24.13,-24.13,1,2,3,33.333,0,1,0,1,0,1,1,0,0,1,40.603,0,0,2,1,0,0,0,,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,0,,0,,0,0,1,1,0,0,1,0,1,3.571,0,1,1.706,-0.706,0,,,1,1.706,-0.706,0,0,,0,0,4,1,0
Jack Carroll,St Kilda,23,23.03,Midfielder,3,4.533,25,21,0,0,0,0,34.667,3.667,1.667,5.333,81.25,72.727,100,81.25,1.333,50,68.75,1.333,0,1,5.333,1.333,4,143,26.812,40.273,183.273,130.99,88.363,35.725,4.243,2.546,26.423,37.214,47.234,16.403,3.667,2.667,6.333,57.895,0.667,2.667,0,0,2.667,1.333,1,0.333,0.333,1.333,-5.141,0.333,3.667,2,0.333,4.333,16.667,0.333,7.692,1,1.333,1.333,75,1.333,0,0,0,0,0.333,1,-0.667,0,0,0,,0,,0,,,1.333,0,0,,0,,0,0,0,0,0.333,0.333,2,,2.667,12.308,1.333,0,,,0,,,0,,,0,0,,0,0.667,6.667,5.333,0.333
Dan Butler,St Kilda,29,29.57,Gen. Forward,6,4.217,37.333,38.833,0,0,0,0,61.667,5.167,2.5,7.667,63.043,45.161,100,65.217,0.667,25,67.391,0.833,0.167,2.333,3.286,2.5,3.067,131.667,17.174,61.897,193.563,122.043,54.547,23.621,-0.028,-0.011,33.438,-28.438,48.148,-18.148,2.167,5.5,7.667,28.261,0.5,1.833,1.167,0.667,1.167,1.833,1.5,0,0.833,2.833,31.442,0.167,1.333,2.5,3.667,0,0,0,,0.167,0.167,0,,2.167,0,0.667,0.333,0.333,0.5,0.667,-0.167,0,0,0,,0,,0,,,1.5,1,0,,0.333,50,7,1.167,0.333,1.5,0,0,7.333,77.778,3,13.846,0,9,4.048,0.841,3,5.721,0.279,6,3.211,1.123,0,0,,0.5,0.5,11.167,2,0.5
Sam Butler,Hawthorn,22,22.88,Mid-Forward,6,4.367,54.167,60.667,0,0,0,0,64.833,6.5,5.333,11.833,59.155,38.462,84.375,60,1.167,42.857,54.93,1.5,0.5,1.5,7.889,2.333,5.071,161.833,13.676,128.085,289.918,140.93,44.153,22.252,-0.4,-0.075,25.751,-11.958,51.959,-20.925,3.5,7.833,11.333,30.882,0.833,1.833,0.167,0.333,1.5,1.167,0.833,1.167,0.333,4.667,4.264,0.833,4.5,4.333,1.667,5,17.857,0.333,6.667,0.833,1.167,2,41.667,2.167,0,0.167,0,0,0.5,0.167,0.333,0,0,0,,0,,0,,,5.167,1.333,0,,0.167,0,3,0.5,0.333,1.167,0.5,0.5,6.333,42.857,3.667,14.57,0.5,7,3.46,-0.603,3,4.293,0.04,4,2.835,-1.085,0,0,,0.167,0.5,13.833,6.167,0.333
Seamus Mitchell,Hawthorn,23,23.49,Gen. Defender,4,3.925,29.5,30.75,0,0,0,0,53.5,3.5,2.75,6.25,76,71.429,81.818,72,0,,56,0.25,1.25,1.25,5,2,3.125,97,15.52,40.112,137.113,90.93,50.258,25.98,5.882,2.139,15.339,13.233,61.533,-4.39,3.25,3.25,6.5,50,3,2.5,0,0.75,1.75,3.25,2.5,0,1.5,1.5,-37.219,2.75,3,0.75,0,0,0,0,,0,0,0,,2,0.25,0,0,0,0.5,0.25,0.25,0,0,0,,0,,0,,,2.25,0,0.5,0,0.25,100,0,0,0,0,0,0,0,,1.25,5.155,0,0,,,0,,,0,,,0,0,,0,1.25,7.5,4.75,0.75
Max Ramsden,Hawthorn,22,22.7,Key Forward,4,6.05,63.25,53.25,0,0,0,0,73.25,6,3,9,63.889,62.5,66.667,61.111,1,100,66.667,1.25,0.25,1.25,7.2,1.75,5.143,141.75,15.75,62.068,203.817,186.61,94.26,31.102,-7.985,-2.662,28.666,11.334,51.995,8.005,6,3.25,9.25,64.865,0.75,1.25,0,0.25,1,4,1.25,0,0.25,0.75,18.204,0.5,3,2.5,3.25,0.75,3,0.25,33.333,1,1.25,1.75,57.143,3.75,2,1.75,0,0,1.25,0,1.25,9.5,8.899,3,31.579,0.5,16.667,1.25,33.333,50,1.75,0.75,0,,1.5,50,4,1,0.75,2.25,0.5,0.5,9.75,44.444,3.75,15.464,0.75,9,4.122,-1.122,8,4.26,-1.635,1,3.016,2.984,0,0,,0,3,7,2.5,2.5
Ryan Gardner,Western Bulldogs,28,28.58,Key Defender,1,3.7,26,26,0,0,0,0,95,4,1,5,20,25,0,20,0,,80,0,2,1,5,2,2.5,107,21.4,0,107,117.4,18.38,29.35,1.89,1.89,19.223,-19.223,59.837,-26.503,2,3,5,40,2,0,0,0,0,2,0,0,0,3,-24.154,2,2,1,0,0,0,0,,0,0,0,,1,1,0,1,0,1,0,1,0,0,0,,0,,0,,,2,0,2,100,0,,0,0,0,0,0,0,0,,0,0,0,0,,,0,,,0,,,0,0,,0,5,18,14,5
Ty Gallop,Brisbane,19,19.89,Key Forward,6,6.367,45.5,44.833,2,0.333,1,0,68.833,3.833,4.833,8.667,71.154,73.913,68.966,71.154,1.167,57.143,44.231,1.5,0,1.5,5.778,2.333,3.714,133.167,15.365,79.425,212.592,125.623,79.29,34.261,8.163,1.689,28.953,-10.203,55.122,1.128,4.5,4.5,9,50,1.167,3.333,1,0.833,2.5,3.833,2.667,0,1,1.667,21.628,0.167,2.333,3.5,3,0.167,0.61,0,0,0.167,0.167,0.333,50,2.833,0.667,1,0,0.5,0.333,0.833,-0.5,5.167,4.69,1,19.355,0,0,0,33.333,16.667,3,0.5,0,,1.667,30,4,0.667,0.333,1.167,0.5,0.667,7.5,57.143,3.167,11.656,0.667,7,2.992,0.722,4,3.038,0.462,3,2.931,1.069,0,0,,0,0.667,10,3.833,0.333
Harry Cunningham,Sydney,32,32.06,Gen. Defender,11,4.618,58,57.818,0,0,0,0,79.273,8.091,5.545,13.636,83.333,79.775,88.525,83.333,0.727,50,59.333,0.727,0.909,1,13.636,1.091,12.5,119.909,8.793,195.148,315.057,123.54,82.46,15.269,-0.133,-0.024,19.994,1.845,69.599,7.412,3,10.909,13.909,21.569,2.818,2.364,0,0.636,1.727,2.727,2.273,0,0.727,5.091,-28.03,4.545,6.909,2.364,0.091,0,0,0,,0.182,0.182,0.091,0,5.273,0,0.091,0.727,0.091,0.455,0.636,-0.182,0,0,0,,0,,0,,,2,0,0.545,66.667,0,,0,0,0.091,0.091,0.091,0.091,0.636,0,2.636,11.111,0.182,1,2.852,-1.852,1,2.852,-1.852,0,,,0,0,,0.091,1.545,6.818,4.636,1.182
Jack Martin,Geelong,30,30.92,Gen. Forward,13,7.031,61.692,64.769,1,0.077,1,0,57.923,8.385,4.692,13.077,81.176,75.229,91.803,77.059,1.308,47.059,64.118,1.462,1.154,2.154,6.071,1.769,7.391,205.615,15.724,166.109,371.725,191.144,116.638,22.797,8.225,1.753,24.259,9.075,68.114,3.151,3.385,9.769,13.154,25.731,1.385,2.308,1,0.846,1.462,2.538,1.692,0.154,0.923,3.692,0.203,2.385,4.615,3.077,3.077,0.385,1.269,0.154,40,0.231,0.385,0.692,44.444,6,0.308,1.308,0.769,0.615,0.538,0.769,-0.231,0,0,0,,0,,0,,,2,1.077,0.154,50,0.077,0,12,0.923,0.462,1.615,0.692,1,10.462,57.143,5,17.15,1,21,3.579,0.135,15,3.517,0.283,6,3.735,-0.235,0.538,5.983,57.143,0.462,0.385,7.154,2.923,0.154
Sean Lemmens,Gold Coast,31,31.16,Gen. Defender,1,5.5,45,32,0,0,0,0,63,4,6,10,80,75,83.333,60,2,0,40,2,2,2,5,2,5,178,17.8,108.91,286.91,133.7,72.71,33.425,33.59,5.598,21.96,-21.96,49.72,-24.72,4,6,10,40,5,4,0,0,4,4,4,0,3,4,-29.309,4,3,3,0,0,0,0,,0,0,0,,1,0,0,0,0,0,1,-1,0,0,0,,0,,0,,,2,0,0,,0,,0,0,0,0,0,0,0,,1,8.333,1,0,,,0,,,0,,,0,0,,0,1,5,4,1
Nicholas Madden,Greater Western Sydney,21,21.62,Ruck,3,12.267,86,63.333,0,0,0,0,62.667,2.333,8.667,11,72.727,85.714,69.231,72.727,1.333,25,21.212,1.333,0.333,3.333,3.3,1.667,6.6,89,8.091,131.613,220.613,77.6,26.253,33.257,7.247,0.836,19.854,-5.569,48.823,8.32,9.667,3,12.667,76.316,2.333,6,0,3,3,3,3,0,1,1.667,-11.35,2.333,5.667,4,0.667,19.667,68.605,1.667,8.475,2,3.667,4.667,85.714,1,0,0,0.667,0,2.667,1.667,1,67.333,65.372,26.333,39.109,8.667,32.911,1,43.038,36.709,3,0.333,0.333,0,0.333,0,0,0,0,0,0.333,0.333,2,,3.333,15.873,3.333,0,,,0,,,0,,,0,0,,0,2,13,8,1.333
Alex Cincotta,Carlton,29,29.03,Gen. Forward,5,4.28,47,38,2,0.4,1,0,85.2,3.2,4.6,7.8,69.231,56.25,78.261,71.795,1,80,41.026,1.4,0.6,1.8,4.333,2,3.9,97.8,12.538,85.084,182.884,77.48,53.942,24.212,5.016,1.14,34.048,4.413,57.452,4.086,3.2,4,7.2,44.444,1.4,3,1,1.6,1.4,2,1.8,0,1,2.2,6.251,1.6,1,2.8,1.8,0,0,0.2,,0.6,0.8,1,100,1.4,0,0.2,0.2,0,0.2,0.8,-0.6,0,0,0,,0,,0,,,4,1.4,0.2,0,0,,1,0.2,0,0.4,1.2,1.4,8.6,50,3,13.274,1.2,2,1.82,1.18,0,,,2,1.82,1.18,0,0,,0,1.4,14.8,5.2,0.8
Hudson O'Keeffe,Carlton,21,21.04,Key Forward,5,3.54,48.8,38.4,0,0,0,0,73,4,3,7,51.429,40,66.667,57.143,0.4,0,57.143,0.4,0,3.2,2.188,1.6,4.375,69.4,9.914,73.132,142.532,99.586,28.302,24.896,-5.666,-1.889,30.007,3.327,61.777,-3.443,4.4,2.4,6.8,64.706,0.4,1.2,0.6,0.4,0.8,3.2,0.8,0,0.4,1.4,33.131,0.2,1.4,2,3.2,5.8,21.97,0,0,0.2,0.2,1.2,33.333,2.2,1.8,1,0.2,0,0.8,1.4,-0.6,19,21.445,8,42.105,3.2,40,0.6,55,52.5,1.2,0.4,0.4,50,2.6,38.462,3,0.6,0.8,1.4,0.2,0.6,6,42.857,3.6,14.876,1.4,7,3.56,-0.417,5,3.982,-0.982,2,2.506,0.994,0,0,,0,2.4,6.2,2,2
Orazio Fantasia,Carlton,30,30.29,Gen. Forward,6,8.85,57.667,53,0,0,0,0,70.5,6.833,4.5,11.333,63.235,56.098,74.074,58.824,2.5,26.667,60.294,3,0.5,2,5.667,2.833,4,280.167,24.721,96.273,376.44,240.512,121.553,35.197,11.513,2.559,30.775,1.367,46.014,-3.156,4.5,7.167,11.667,38.571,2,4,1.833,0.833,3.167,4,3.833,0.333,1.833,3.667,21.12,0.667,2.167,5,3.833,0,0,0,,0.5,0.5,0.5,100,3,0,1,0,0.5,0.167,0.667,-0.5,0,0,0,,0,,0,,,2.167,0.833,0,,0.333,0,7,1.167,0.667,2,0.333,0.667,10,58.333,4.667,21.212,0.5,12,3.109,0.725,7,3.084,-0.084,5,3.143,1.857,0,0,,0.5,0.333,13.667,4.333,0.167
Luamon Lual,Essendon,20,20.76,Midfielder,12,3.658,35.25,37.75,0,0,0,0,75.5,4.167,4.417,8.583,76.699,70,83.019,77.67,1.083,46.154,48.544,1.333,0.833,2.167,3.962,2.083,4.12,110.417,12.864,107.512,217.929,92.486,55.34,22.197,7.288,1.682,28.255,-5.527,63.476,0.16,2,6.25,8.25,24.242,1.25,1.667,0.417,0.167,1.5,1.667,1.333,0,0.333,2.667,-2.279,1.583,2.5,3.167,1,0,0,0,,0.167,0.167,0.25,33.333,2.917,0.083,0.167,0.083,0.333,0.25,1.083,-0.833,0,0,0,,0,,0,,,2.167,0.333,0.167,100,0.333,0,4,0.333,0,0.333,0.167,0.417,3.25,100,2.083,11.962,0.417,4,3.009,2.991,2,3.966,2.034,2,2.051,3.949,0,0,,0.25,0.917,15.583,7.833,0.667
Darcy Parish,Essendon,28,28.43,Midfielder,3,9.3,88.333,85.333,0,0,0,0,70.667,10.333,19,29.333,64.773,29.032,84.211,69.318,3.333,70,35.227,3.333,1.333,3.333,8.8,5.667,5.176,324.333,11.057,315.917,640.25,301.78,145.373,29.205,7.86,0.414,28.018,-3.018,46.017,-13.874,13.333,16.333,29.667,44.944,3,9.667,0.667,2.333,7.333,3.667,3.667,3,0.667,13.667,-6.346,4.333,12.667,10.667,2,17.333,58.427,2.333,13.462,4.667,7,7.333,63.636,2.333,0,0,0,0.333,0.667,0.333,0.333,0,0,0,,0,,0,,,2.333,0,0,,0,,0,0,0.333,1,0.667,1.333,5,0,5.333,32.653,0.667,3,2.66,-2.326,0,,,3,2.66,-2.326,0,0,,0.333,0.333,19,9.667,0.333
Lachlan Blakiston,Essendon,27,27.3,Key Defender,11,8.2,53.909,38,0,0,0,0,92.545,4.909,5,9.909,75.229,75.926,74.545,67.89,0.636,71.429,49.541,0.909,1.727,2.182,4.542,1.455,6.812,173,17.459,105.815,278.815,142.075,76.688,28.941,12.104,2.421,17.53,3.623,54.418,1.351,5.364,5.182,10.545,50.862,5,3.364,0.091,0.727,2.636,4.545,2.909,0,0.727,2.545,-31.374,4.636,3.818,2,0.091,2.364,8.667,0.091,3.846,0.273,0.364,0.545,83.333,2.455,0.273,0,1.091,0,1.182,1,0.182,5.636,6.412,2.091,37.097,0.545,26.087,0.091,43.478,34.783,1.273,0,1.818,35,0.091,0,1,0.091,0,0.182,0,0.364,0.909,50,1.636,9.278,1.182,2,4.705,-1.705,2,4.705,-1.705,0,,,0,0,,0.091,4,7.364,6.273,3.182
Archer May,Essendon,21,21.34,Key Forward,7,7.171,55.571,51.286,0,0,0,0,77.286,6.143,2.714,8.857,62.903,55.814,78.947,59.016,1.571,36.364,69.355,1.857,0.429,2,4.429,2,4.429,196.429,22.177,69.573,266.001,214.173,90.07,35.695,1.463,0.539,25.006,-5.006,48.039,-8.039,4.429,4.857,9.286,47.692,1.286,1.714,0.714,0.571,1.143,4.143,1.571,0,0.571,1.429,15.783,0.429,3.429,2.571,2.857,0,0,0,,0.143,0.143,0.429,33.333,3.286,0.571,1,0.143,1,1.714,0.714,1,3.571,4.006,0.714,20,0,0,0.143,40,40,2.714,1.286,0.571,25,1.714,25,7,1,0.429,1.714,0.429,0.429,9,58.333,3,16.8,0.143,12,3.295,0.455,10,3.48,0.42,2,2.367,0.633,0,0,,0,2.143,13.571,3.857,1.429
Mani Liddy,Port Adelaide,23,23.86,Midfielder,9,3.856,51.111,58.667,0,0,0,0,75.556,8.889,5.222,14.111,62.205,48.75,85.106,59.055,2.222,45,62.992,2.444,2,2.889,4.885,3.333,4.233,260.111,18.433,129.366,389.477,241.3,114.85,27.146,8.257,1.581,23.444,-0.471,53.38,-6.083,3.444,10.444,13.889,24.8,2.556,2.667,0.222,0.444,2.222,2.444,2,0.222,0.889,5.444,-8.884,2.556,5.667,4.778,0.889,0.889,3.39,0.222,25,0.778,1,0.556,100,4.111,0,0.222,0.778,0.222,0.778,0.444,0.333,0,0,0,,0,,0,,,2.222,0.222,0,,0.111,100,1,0.111,0.222,0.444,0.444,0.889,4,25,3.222,15.104,0.333,4,4.282,-2.282,2,4.95,-1.45,2,3.613,-3.113,0,0,,0,0.222,13.444,7.667,0.222
Tom McCarthy,West Coast,25,25.47,Gen. Defender,10,10.3,93.3,83.5,3,0.3,2,0,80.8,15.4,8.2,23.6,77.966,75.974,81.707,70.213,2.1,47.619,65.254,2.2,5.8,3.5,6.743,5,4.72,470.3,19.928,284.344,754.644,393.353,258.973,25.878,22.499,2.744,19.637,-1.637,61.824,-1.157,6.2,12.7,18.9,32.804,4.4,5.1,0.1,1.5,3.6,3.8,3.2,0.2,1,8.1,-24.451,6.3,7.4,4.6,0.6,4.3,15.523,0.3,6.977,1.3,1.6,1.6,68.75,4.6,0.2,0.1,1,0.2,0.7,0.7,0,0,0,0,,0,,0,,,2.1,0.1,0.3,0,0.1,0,0,0,0.1,0.1,0.5,0.8,3.4,0,3.7,23.27,1.3,1,3.443,-2.443,1,3.443,-2.443,0,,,5.2,41.6,94.231,1.1,1.5,12.8,8.4,1
Vigo Visentini,Essendon,20,20.32,Ruck,2,5.75,56,49.5,0,0,0,0,68,4,8.5,12.5,60,25,76.471,68,1.5,66.667,32,1.5,1,4,3.125,1,12.5,116,9.28,33.745,149.745,127.83,73.375,31.958,-12.19,-1.434,20.917,12.417,51.595,-1.595,6,7,13,46.154,4,4,0,0,4,2,1.5,0,1,5,-16.054,3,6,4,0,20.5,73.214,0.5,2.439,2,2.5,3,100,2,0,0,2,0,2,2,0,53,63.473,12.5,23.585,3.5,28,0,52,52,1.5,0,1,0,1,0,0,0,0,0,0,0,0,,2.5,12.821,2,0,,,0,,,0,,,0,0,,0,4,15.5,7.5,3.5
