Player,Team,Age,Age_Decimal,Position,Matches,RatingPoints_Avg,Supercoach_Avg,DreamTeamPoints_Avg,CoachesVotes_Total,CoachesVotes_Avg,CoachesVotes_MatchesPolled,BnFVotes_Total,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,KickingEfficiency,HandballEfficiency,KickPercentage,Inside50s,Rebound50s,MetresGained,MetresGainedPerDisposal,Clangers,DisposalsPerClanger,Turnovers,DisposalsPerTurnover,xThreatPerKick,ThreatRating,xRetainPerKick,RetentionRating,ContestedPossessions,UncontestedPossessions,TotalPossessions,ContestedPossessionRate,Intercepts,GroundBallGets,GroundBallGetsForward50,HardBallGets,LooseBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,GathersFromHitout,CrumbingPossessions,HandballReceives,CentreBounceAttendances,CentreBounceAttendancePercentage,CentreClearances,CentreClearanceRate,StoppageClearances,TotalClearances,FirstPossessions,FirstPossessionToClearance,Marks,ContestedMarks,MarksInside50,InterceptMarks,MarksOnLead,FreesFor,FreesAgainst,FreesDiff,RuckContests,RuckContestPercentage,Hitouts,HitoutsWinPercentage,HitoutsToAdvantage,HitoutsToAdvantagePercentage,RuckHardBallGets,Tackles,TacklesInside50,ContestDefensiveOneOnOnes,ContestDefensiveLossPercentage,ContestOffensiveOneOnOnes,ContestOffensiveWinPercentage,Goals_Total,Goals_Avg,Behinds,ShotsAtGoal,GoalAssists,GoalAccuracy,ScoreInvolvements,ScoreInvolvementPercentage,ScoreLaunches,xScoreShots,xScorePerShot,xScoreRatingPerShot,xScoreShots_Set,xScorePerShot_Set,xScoreRatingPerShot_Set,xScoreShots_General,xScorePerShot_General,xScoreRatingPerShot_General,KickIns,KickInPercentage,KickInsPlayOnPercentage,Bounces,OnePercenters,PressureActs,PressureActsDefensiveHalf,Spoils
Sean Darcy,Fremantle,23,23.55,Ruck,21,15.143,118.048,93.857,46,2.19,9,7,80.952,7.429,9.19,16.619,68.768,55.769,79.275,44.699,2.762,0.667,207.714,12.499,3.476,4.781,2.81,5.915,24.941,-4.941,48.692,-6.083,10.952,6.143,17.095,64.067,2.714,5.476,0.714,2.952,2.524,4.19,2.095,0.0,0.714,3.286,17.571,68.333,1.857,10.569,2.81,4.667,6.095,74.219,4.286,1.857,1.19,1.476,0.381,1.048,1.81,-0.762,52.857,64.874,28.524,53.964,10.048,35.225,2.571,3.048,0.429,0.952,15.0,1.952,31.707,12,0.571,0.571,1.571,0.19,36.364,6.0,27.097,3.857,33,3.439,-0.893,24,3.656,-0.531,9,2.858,-1.858,0.0,0.0,,0.048,2.286,10.333,4.857,1.619
Michael Frederick,Fremantle,21,21.62,Gen. Forward,7,5.4,49.571,52.0,0,0.0,0,0,70.286,7.429,2.286,9.714,60.294,57.692,68.75,76.471,2.714,0.143,204.143,21.015,0.857,11.333,1.714,5.667,28.404,0.167,53.513,15.059,3.714,6.286,10.0,37.143,1.0,2.429,0.857,0.571,1.857,3.143,2.0,0.0,0.857,0.857,0.0,0.0,0.286,,0.286,0.571,0.143,100.0,5.0,0.429,0.857,0.143,1.286,0.714,0.143,0.571,0.0,0.0,0.0,,0.0,,0.0,1.0,0.286,0.0,,0.714,40.0,5,0.714,1.571,2.286,0.429,31.25,4.286,17.241,0.571,16,3.322,-0.759,6,3.21,-0.544,10,3.388,-0.888,0.0,0.0,,0.286,0.429,11.857,2.714,0.143
Brent Daniels,Greater Western Sydney,22,22.81,Gen. Forward,13,7.515,57.923,51.308,3,0.231,1,0,71.308,7.0,6.615,13.615,70.621,61.538,80.233,51.412,3.077,0.462,187.5,14.062,2.462,5.531,2.385,5.71,31.155,4.462,54.43,4.474,5.692,7.692,13.385,42.529,1.077,4.231,1.154,1.231,3.0,3.923,3.308,0.538,2.154,4.615,6.308,25.309,0.385,6.098,1.077,1.462,1.231,93.75,1.692,0.077,0.231,0.077,0.231,0.923,0.308,0.615,0.0,0.0,0.0,,0.0,,0.0,2.692,0.462,0.0,,0.769,0.0,2,0.154,0.308,0.692,0.923,22.222,3.692,18.391,0.615,9,2.834,-1.057,3,3.707,-3.04,6,2.398,-0.065,0.0,0.0,,0.615,1.308,19.538,6.385,0.308
Nicholas Shipley,Greater Western Sydney,22,22.51,Midfielder,4,-0.025,10.75,14.75,0,0.0,0,0,22.0,2.0,1.5,3.5,71.429,62.5,83.333,57.143,0.75,0.25,47.333,10.143,0.5,7.0,1.0,3.5,22.95,-10.45,62.246,-12.246,0.0,3.75,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.5,0.0,0.0,0.0,0.25,0.0,0.25,-0.25,0.0,0.0,0.0,,0.0,,0.0,0.5,0.0,0.0,,0.0,,0,0.0,0.0,0.0,0.0,,0.25,1.37,0.0,0,,,0,,,0,,,0.0,0.0,,0.0,0.0,4.75,2.5,0.0
Connor Ballenden,Brisbane,22,22.75,Ruck,1,-0.6,16.0,13.0,0,0.0,0,0,55.0,3.0,1.0,4.0,100.0,100.0,100.0,75.0,0.0,1.0,40.0,10.0,2.0,2.0,1.0,4.0,16.94,49.727,79.48,-12.813,2.0,3.0,5.0,40.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,1.0,2.0,-1.0,19.0,25.676,1.0,5.263,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,33.333,0,0.0,0.0,0.0,0.0,,1.0,5.556,0.0,0,,,0,,,0,,,0.0,0.0,,0.0,1.0,5.0,2.0,1.0
Deven Robertson,Brisbane,20,20.5,Mid-Forward,16,7.0,61.938,60.375,0,0.0,0,0,70.062,6.875,6.25,13.125,70.0,60.0,81.0,52.381,1.688,0.562,135.5,10.324,2.188,6.0,2.812,4.667,26.287,0.517,58.875,-3.205,5.875,7.562,13.438,43.721,2.188,4.562,1.062,1.75,2.812,4.0,3.312,0.25,1.312,3.562,9.75,36.111,0.688,7.051,0.438,1.125,1.5,54.167,3.312,0.25,0.375,0.312,0.375,0.625,0.562,0.062,0.0,0.0,0.0,,0.0,,0.0,4.188,0.688,0.188,0.0,1.062,29.412,4,0.25,0.125,0.375,0.312,66.667,3.812,15.136,0.75,6,3.822,0.511,2,3.399,0.101,4,4.034,0.716,0.0,0.0,,0.0,1.438,16.75,7.688,0.812
Beau McCreery,Collingwood,20,20.7,Gen. Forward,13,4.538,35.769,38.154,0,0.0,0,0,58.692,4.0,2.308,6.308,60.976,57.692,66.667,63.415,1.615,0.0,117.083,18.733,2.154,2.929,2.154,2.929,33.554,-5.968,50.659,-2.383,2.077,4.385,6.462,32.143,0.538,1.308,0.846,0.154,1.154,1.846,1.231,0.077,0.538,1.769,0.0,0.0,0.0,,0.154,0.154,0.154,50.0,1.846,0.077,0.538,0.077,0.385,0.231,1.0,-0.769,0.0,0.0,0.0,,0.0,,0.0,3.308,1.923,0.0,,0.846,9.091,11,0.846,0.462,1.615,0.154,52.381,2.462,12.8,0.077,21,3.433,-0.005,8,2.877,-0.377,13,3.775,0.225,0.0,0.0,,0.154,1.0,17.154,3.538,0.308
Will Phillips,North Melbourne,19,19.61,Mid-Forward,16,5.612,41.938,38.375,0,0.0,0,0,56.188,4.438,5.062,9.5,71.053,59.155,81.481,46.711,1.125,0.188,105.733,10.938,1.312,7.238,1.562,6.08,30.692,-3.273,63.338,-0.435,3.938,5.875,9.812,40.127,0.812,2.875,0.5,1.062,1.812,2.188,1.688,0.25,0.75,3.25,6.0,22.749,0.25,4.167,0.938,1.188,1.188,68.421,1.938,0.125,0.125,0.0,0.375,0.438,0.312,0.125,0.0,0.0,0.0,,0.0,,0.0,2.062,0.312,0.0,,0.312,20.0,3,0.188,0.25,0.5,0.188,37.5,2.562,13.758,0.375,8,2.997,-0.247,2,3.306,-2.306,6,2.894,0.439,0.0,0.0,,0.062,0.625,14.438,6.438,0.062
Chris Burgess,Gold Coast,26,26.09,Ruck,19,6.789,57.684,55.579,1,0.053,1,0,79.368,5.895,3.263,9.158,66.667,51.786,93.548,64.368,1.632,0.368,138.944,15.158,1.526,6.0,2.105,4.35,26.497,-9.424,48.822,-3.7,5.737,3.789,9.526,60.221,1.368,3.211,0.737,1.158,2.053,3.421,1.632,0.0,0.579,1.158,8.579,34.244,0.632,7.362,1.105,1.737,2.053,82.051,3.526,1.316,1.0,0.263,0.526,0.842,0.632,0.211,34.263,38.137,9.316,27.189,2.526,27.119,0.368,2.211,0.526,0.632,25.0,2.0,34.211,10,0.526,0.526,1.368,0.211,38.462,2.947,15.512,1.158,26,3.586,-0.894,20,3.724,-0.924,6,3.125,-0.792,0.0,0.0,,0.0,2.526,11.053,4.579,2.105
James Bell,Sydney,22,22.88,Gen. Forward,12,2.608,30.167,30.5,0,0.0,0,0,52.583,3.167,3.083,6.25,73.333,60.526,86.486,50.667,1.0,0.083,83.833,13.413,1.25,5.0,1.167,5.357,25.417,-2.084,58.517,1.483,2.333,4.0,6.333,36.842,0.917,1.5,0.5,0.667,0.833,1.917,1.25,0.0,0.583,1.5,0.083,0.316,0.167,100.0,0.167,0.333,0.167,100.0,2.0,0.25,0.417,0.0,0.333,0.583,0.417,0.167,0.0,0.0,0.0,,0.0,,0.0,2.083,1.083,0.0,,0.583,28.571,2,0.167,0.167,0.5,0.167,33.333,2.25,9.122,0.5,6,3.905,-1.571,5,3.863,-2.263,1,4.116,1.884,0.0,0.0,,0.0,0.667,11.833,2.583,0.0
Brandon Zerk-Thatcher,Essendon,23,23.35,Key Defender,6,5.05,45.167,42.0,0,0.0,0,0,82.0,6.0,4.0,10.0,85.0,77.778,95.833,60.0,0.167,2.5,93.6,10.4,2.167,4.615,1.0,10.0,16.879,1.871,75.694,5.556,2.167,7.5,9.667,22.414,2.333,1.333,0.0,0.5,0.833,1.5,0.667,0.0,0.333,3.833,0.0,0.0,0.0,,0.5,0.5,0.5,66.667,3.667,0.333,0.0,0.667,0.0,0.5,1.0,-0.5,0.333,0.406,0.167,50.0,0.167,100.0,0.0,1.833,0.0,1.5,11.111,0.0,,0,0.0,0.0,0.0,0.0,,1.667,6.803,0.667,0,,,0,,,0,,,0.0,0.0,,0.0,3.5,6.167,5.167,3.0
Archie Perkins,Essendon,19,19.76,Gen. Forward,21,4.886,46.429,46.476,5,0.238,2,2,68.571,5.524,5.81,11.333,67.227,57.759,76.23,48.739,2.571,0.095,171.25,15.29,1.952,5.805,2.381,4.76,30.173,-0.173,51.371,-9.149,4.095,7.381,11.476,35.685,0.905,3.333,1.048,1.238,2.095,3.0,2.333,0.0,0.857,4.0,2.381,8.518,0.0,0.0,0.524,0.524,0.571,50.0,2.762,0.238,0.429,0.0,0.429,0.619,0.619,0.0,0.0,0.0,0.0,,0.0,,0.0,2.0,0.667,0.0,,0.905,21.053,9,0.429,0.667,1.143,0.429,37.5,3.952,17.008,0.667,24,3.255,-0.421,14,3.477,-0.692,10,2.943,-0.043,0.0,0.0,,0.238,0.381,13.429,3.619,0.333
Jake Stringer,Essendon,27,27.68,Mid-Forward,19,17.221,92.368,80.421,45,2.368,7,8,80.316,11.053,5.368,16.421,64.423,56.19,81.373,67.308,4.737,0.368,371.278,22.277,3.368,4.875,3.684,4.457,32.909,-1.242,47.08,6.253,8.526,8.053,16.579,51.429,1.316,4.368,1.474,2.211,2.158,3.263,2.0,1.632,0.947,4.526,18.789,67.358,3.211,17.087,1.211,4.421,4.316,79.268,2.895,0.421,1.421,0.105,0.526,1.579,1.211,0.368,0.895,1.092,0.0,0.0,0.0,,0.105,4.0,0.947,0.053,0.0,1.526,27.586,41,2.158,0.947,4.0,0.684,53.947,6.789,29.385,1.474,76,2.92,0.553,34,3.312,0.423,42,2.603,0.659,0.0,0.0,,0.368,1.263,18.421,5.316,0.316
Alec Waterman,Essendon,25,25.36,Gen. Forward,14,6.943,52.929,50.5,0,0.0,0,1,76.143,5.857,4.286,10.143,66.197,54.878,81.667,57.746,1.929,0.143,141.077,14.108,2.143,4.733,2.286,4.438,32.437,-0.619,55.398,-3.125,4.786,5.071,9.857,48.551,1.143,3.286,1.786,1.357,1.929,4.214,2.857,0.071,1.286,2.071,0.286,1.064,0.0,0.0,0.286,0.286,0.357,40.0,3.071,0.714,1.429,0.143,0.714,0.571,0.429,0.143,0.0,0.0,0.0,,0.0,,0.0,2.0,0.857,0.0,,2.286,28.125,17,1.214,0.571,2.429,0.286,50.0,4.143,17.683,0.643,34,3.273,-0.038,19,3.472,0.475,15,3.021,-0.687,0.0,0.0,,0.0,0.857,8.786,1.571,0.429
Matt Guelfi,Essendon,24,24.38,Midfielder,20,5.665,52.45,51.55,0,0.0,0,0,64.35,6.2,5.6,11.8,73.305,63.71,83.929,52.542,2.05,0.65,184.895,16.115,2.45,4.816,2.85,4.14,23.061,-4.694,57.177,-8.198,4.9,7.0,11.9,41.176,2.75,3.85,0.75,1.75,2.1,4.05,3.25,0.2,1.3,2.75,0.0,0.0,0.2,,0.7,0.9,0.4,100.0,3.75,0.35,0.25,0.6,0.15,0.55,0.95,-0.4,0.0,0.0,0.0,,0.0,,0.0,2.7,0.55,0.7,28.571,0.4,25.0,6,0.3,0.2,0.9,0.2,33.333,2.5,10.73,0.6,18,3.041,-0.819,6,3.658,-1.991,12,2.733,-0.233,0.15,1.508,66.667,0.25,1.9,11.45,5.9,1.25
Connor Rozee,Port Adelaide,21,21.93,Gen. Forward,21,10.195,72.857,67.667,10,0.476,4,1,86.476,8.381,7.571,15.952,74.328,61.932,88.05,52.537,2.81,0.524,217.762,13.651,2.286,6.979,2.667,5.982,28.717,0.315,54.118,0.72,6.476,9.571,16.048,40.356,1.81,4.762,1.571,0.952,3.857,5.048,3.667,0.238,1.571,5.095,2.952,11.61,0.333,11.29,0.81,1.143,1.095,69.565,3.381,0.238,0.476,0.238,0.667,1.19,0.667,0.524,0.0,0.0,0.0,,0.0,,0.0,2.857,0.81,0.0,,0.81,29.412,21,1.0,0.619,1.905,0.619,52.5,5.19,23.696,0.714,40,3.231,0.244,17,3.818,0.358,23,2.797,0.159,0.0,0.0,,0.476,1.381,15.048,4.286,0.619
Matthew Cottrell,Carlton,21,21.83,Midfielder,14,6.071,42.214,48.643,0,0.0,0,0,69.786,8.429,3.357,11.786,60.0,47.458,91.489,71.515,2.0,1.786,242.786,20.6,2.929,4.024,3.143,3.75,22.899,0.571,49.056,-6.199,3.643,8.0,11.643,31.288,2.714,2.643,0.286,0.786,1.857,2.929,2.429,0.357,0.929,4.643,0.0,0.0,0.071,,0.5,0.571,0.5,85.714,2.643,0.143,0.214,0.429,0.214,0.357,0.643,-0.286,0.0,0.0,0.0,,0.0,,0.0,2.214,0.286,0.714,50.0,0.071,100.0,3,0.214,0.143,0.571,0.143,37.5,2.5,10.671,0.357,8,2.684,-0.184,4,3.459,-0.459,4,1.91,0.09,0.0,0.0,,0.214,2.0,13.214,5.786,1.214
Luke Parks,Carlton,20,20.7,Gen. Defender,6,3.167,36.667,32.333,0,0.0,0,0,74.5,5.0,2.5,7.5,80.0,76.667,86.667,66.667,1.167,1.5,150.167,20.022,2.0,3.75,1.5,5.0,20.115,-3.448,54.558,-7.892,2.833,4.5,7.333,38.636,3.833,1.833,0.0,0.667,1.167,2.833,1.833,0.0,0.0,2.5,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,0.333,0.0,1.0,0.0,0.833,0.833,0.0,0.0,0.0,0.0,,0.0,,0.0,2.0,0.0,1.667,40.0,0.0,,0,0.0,0.0,0.0,0.0,,1.5,6.122,0.833,0,,,0,,,0,,,0.0,0.0,,0.0,3.333,7.0,6.0,3.333
Michael Walters,Fremantle,30,30.98,Gen. Forward,16,8.269,64.188,61.75,1,0.062,1,0,81.562,9.188,4.75,13.938,73.094,65.986,86.842,65.919,2.0,0.5,216.312,15.52,2.188,6.371,2.812,4.956,29.552,4.962,56.954,6.763,5.062,9.125,14.188,35.683,1.688,3.125,0.938,0.938,2.188,3.5,2.25,0.375,1.0,4.125,3.562,13.507,0.438,12.281,0.75,1.188,1.0,81.25,3.938,0.312,0.75,0.25,0.625,1.312,0.875,0.438,0.0,0.0,0.0,,0.0,,0.0,2.062,0.625,0.0,,0.812,7.692,14,0.875,0.688,1.875,0.562,46.667,4.812,21.33,0.625,30,3.249,-0.083,14,3.772,0.371,16,2.792,-0.48,0.0,0.0,,0.312,0.875,17.188,5.438,0.312
Jake Melksham,Melbourne,30,30.33,Gen. Forward,12,5.95,43.583,37.0,0,0.0,0,0,57.25,4.833,4.083,8.917,71.028,60.345,83.673,54.206,1.833,0.167,131.583,14.757,1.833,4.864,1.833,4.864,31.33,7.559,54.714,-4.714,3.75,5.5,9.25,40.541,1.333,2.833,1.083,0.917,1.917,3.167,2.5,0.083,1.25,3.083,2.25,8.491,0.083,3.704,0.417,0.5,0.583,71.429,2.083,0.083,0.667,0.25,0.25,0.25,0.833,-0.583,0.0,0.0,0.0,,0.0,,0.0,1.5,0.5,0.083,0.0,0.75,22.222,8,0.667,0.333,1.417,0.667,47.059,3.5,14.384,0.833,17,2.838,0.22,7,3.059,1.226,10,2.684,-0.484,0.0,0.0,,0.0,0.917,10.5,3.0,0.333
Max Holmes,Geelong,19,19.33,Mid-Forward,12,5.408,44.917,41.167,0,0.0,0,0,50.167,4.5,5.333,9.833,65.254,48.148,79.688,45.763,1.75,0.5,121.333,12.339,1.167,8.429,2.083,4.72,30.914,-12.31,56.236,-9.724,4.75,5.417,10.167,46.721,1.417,4.167,1.083,1.25,2.917,2.917,2.667,0.167,0.833,2.667,3.083,12.892,0.5,16.216,0.917,1.417,0.75,77.778,2.0,0.083,0.083,0.167,0.333,0.25,0.333,-0.083,0.0,0.0,0.0,,0.0,,0.0,2.667,0.667,0.0,,0.25,33.333,1,0.083,0.583,0.75,0.25,11.111,2.667,12.903,0.583,9,3.834,-2.389,2,4.589,-3.589,7,3.618,-2.047,0.0,0.0,,0.0,0.833,12.583,5.167,0.5
Mitch Duncan,Geelong,30,30.55,Mid-Forward,13,10.269,98.923,100.538,30,2.308,5,4,73.308,15.385,8.846,24.231,76.825,72.0,85.217,63.492,3.308,2.923,367.0,15.292,2.385,10.161,2.769,8.75,24.748,9.522,62.855,5.685,5.538,17.538,23.077,24.0,2.615,3.846,0.846,0.769,3.077,2.615,1.692,0.385,0.769,8.462,4.231,16.176,0.462,10.909,2.154,2.615,2.615,76.471,7.538,0.0,0.462,0.385,0.308,1.231,0.385,0.846,0.077,0.082,0.0,0.0,0.0,,0.0,2.538,0.0,0.154,100.0,0.308,0.0,8,0.615,0.154,0.923,0.385,66.667,6.692,29.195,1.923,12,3.358,0.808,9,3.455,0.656,3,3.067,1.266,1.231,12.598,75.0,0.231,1.0,12.462,5.846,0.538
Mitch Lewis,Hawthorn,23,23.21,Key Forward,14,7.857,65.857,60.071,0,0.0,0,0,85.5,6.5,3.643,10.143,72.535,68.132,80.392,64.085,1.571,0.143,149.286,14.718,1.643,6.174,1.571,6.455,27.224,0.776,59.116,0.884,5.357,5.0,10.357,51.724,0.5,2.214,1.214,1.071,1.143,4.786,1.857,0.0,0.643,1.357,0.643,2.284,0.0,0.0,0.286,0.286,0.643,55.556,4.786,1.786,1.643,0.143,1.5,0.929,0.714,0.214,6.714,7.686,2.071,30.851,0.429,20.69,0.214,2.0,1.143,0.071,0.0,4.0,28.571,22,1.571,0.643,2.571,0.357,61.111,4.714,23.322,0.357,36,4.081,-0.165,29,4.276,0.138,7,3.273,-1.416,0.0,0.0,,0.071,1.786,9.5,1.643,1.5
Lachie Jones,Port Adelaide,19,19.72,Gen. Defender,6,8.25,55.0,50.0,0,0.0,0,0,72.167,7.333,6.167,13.5,79.012,77.273,81.081,54.321,1.5,2.0,202.333,14.988,3.0,4.5,2.5,5.4,22.428,1.962,60.022,8.27,5.5,8.167,13.667,40.244,5.667,4.667,0.167,1.667,3.0,5.333,4.5,0.0,1.833,4.333,0.0,0.0,0.0,,0.167,0.167,0.0,,3.667,0.167,0.0,1.333,0.333,0.667,1.0,-0.333,0.0,0.0,0.0,,0.0,,0.0,1.5,0.167,0.5,66.667,0.333,0.0,1,0.167,0.0,0.167,0.333,100.0,2.667,12.214,0.333,1,4.18,1.82,1,4.18,1.82,0,,,0.0,0.0,,0.0,2.333,8.667,4.833,2.333
Rhyan Mansell,Richmond,21,21.57,Gen. Defender,13,5.692,48.462,44.385,0,0.0,0,0,70.615,7.0,4.077,11.077,80.556,78.022,84.906,63.194,1.154,2.769,202.692,18.299,2.0,5.538,2.154,5.143,18.338,0.053,59.845,-4.673,3.077,7.538,10.615,28.986,3.846,2.308,0.0,0.538,1.769,2.923,2.231,0.0,0.846,4.308,0.0,0.0,0.0,,0.231,0.231,0.154,100.0,2.692,0.0,0.0,0.692,0.0,1.0,1.077,-0.077,0.0,0.0,0.0,,0.0,,0.0,2.231,0.0,0.923,33.333,0.0,,1,0.077,0.0,0.077,0.0,100.0,1.692,8.178,0.846,1,1.433,4.567,1,1.433,4.567,0,,,0.308,3.252,75.0,0.077,2.308,9.846,7.385,2.077
Will Martyn,Richmond,20,20.75,Mid-Forward,3,3.333,24.667,28.0,0,0.0,0,0,44.667,4.667,4.0,8.667,65.385,42.857,91.667,53.846,1.0,0.0,111.333,12.846,2.667,3.25,3.667,2.364,30.992,-16.706,52.399,-23.828,3.0,7.0,10.0,30.0,0.667,2.667,0.0,0.333,2.333,1.667,1.667,0.333,0.333,3.667,4.667,16.867,0.0,0.0,1.0,1.0,1.333,75.0,2.0,0.0,0.0,0.0,0.0,0.0,1.333,-1.333,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,,0.0,,0,0.0,0.0,0.0,0.0,,0.333,1.562,0.0,0,,,0,,,0,,,0.0,0.0,,0.0,0.667,15.333,6.667,0.0
Darcy Gardiner,Brisbane,26,26.27,Key Defender,9,5.156,51.556,38.889,0,0.0,0,0,73.778,6.778,4.222,11.0,75.758,78.689,71.053,61.616,0.222,1.889,110.444,10.04,2.333,4.714,1.889,5.824,15.926,3.747,65.286,6.846,4.778,6.222,11.0,43.434,5.556,3.333,0.0,1.222,2.111,4.778,3.333,0.0,1.444,2.778,0.0,0.0,0.0,,0.0,0.0,0.0,,3.778,0.889,0.0,1.556,0.0,0.667,1.222,-0.556,0.0,0.0,0.0,,0.0,,0.0,0.444,0.0,4.111,18.919,0.0,,0,0.0,0.0,0.0,0.111,,1.667,6.726,0.667,0,,,0,,,0,,,0.0,0.0,,0.0,3.0,4.111,3.556,2.556
Lewis Young,Western Bulldogs,23,23.03,Key Defender,9,8.3,58.667,48.778,0,0.0,0,0,77.444,5.222,5.778,11.0,74.747,57.447,90.385,47.475,1.222,1.556,139.444,12.677,1.778,6.188,1.444,7.615,23.58,-6.507,53.473,-9.571,5.333,5.556,10.889,48.98,3.556,3.444,0.333,1.222,2.222,4.111,2.556,0.0,1.0,3.222,8.222,33.636,0.222,2.703,0.667,0.889,1.0,66.667,2.667,0.778,0.111,1.0,0.0,1.0,0.778,0.222,24.778,27.429,7.889,31.839,2.222,28.169,0.0,1.556,0.111,0.889,37.5,0.556,20.0,1,0.111,0.111,0.333,0.444,33.333,3.333,14.085,1.333,3,2.824,-0.491,1,3.153,2.847,2,2.66,-2.16,0.0,0.0,,0.111,4.778,7.556,3.444,4.444
Rowan Marshall,St Kilda,26,26.1,Ruck,13,13.946,98.615,89.769,6,0.462,3,4,73.846,10.538,5.077,15.615,63.054,54.015,81.818,67.488,2.462,0.769,210.077,13.453,2.692,5.8,2.846,5.486,25.959,-4.337,56.787,-7.238,10.231,6.0,16.231,63.033,3.154,3.923,1.077,2.077,1.846,5.615,2.462,0.0,0.769,2.385,12.692,50.926,0.538,4.242,1.923,2.462,4.308,71.429,4.846,2.077,1.0,1.231,0.538,1.385,1.0,0.385,42.154,49.192,18.538,43.978,6.231,33.61,2.615,3.0,0.692,0.846,18.182,3.308,25.581,9,0.692,0.385,1.308,0.231,52.941,5.154,23.592,2.692,17,3.133,0.338,11,3.373,-0.736,6,2.693,2.307,0.0,0.0,,0.0,2.538,11.154,5.0,1.462
Isiah Winder,West Coast,19,19.62,Gen. Forward,1,6.1,31.0,26.0,0,0.0,0,0,56.0,2.0,3.0,5.0,100.0,100.0,100.0,40.0,1.0,0.0,45.0,9.0,0.0,,1.0,5.0,32.77,-32.77,32.27,-32.27,3.0,2.0,5.0,60.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,,0.0,,1,1.0,0.0,1.0,0.0,100.0,2.0,11.765,0.0,1,4.149,1.851,0,,,1,4.149,1.851,0.0,0.0,,0.0,0.0,6.0,3.0,0.0
Jake Waterman,West Coast,23,23.65,Gen. Forward,14,5.907,57.643,66.214,0,0.0,0,0,76.286,9.214,3.143,12.357,73.988,70.543,84.091,74.566,1.857,0.786,172.857,13.988,1.929,6.407,2.429,5.088,24.523,4.644,68.622,4.294,3.143,9.571,12.714,24.719,1.5,1.714,0.643,0.429,1.286,2.714,1.286,0.0,0.643,2.857,0.0,0.0,0.286,,0.071,0.357,0.143,100.0,6.357,0.429,1.429,0.357,1.143,0.857,0.5,0.357,0.0,0.0,0.0,,0.0,,0.0,1.929,0.786,0.143,0.0,1.429,25.0,13,0.929,0.571,2.071,0.429,44.828,4.357,20.539,0.786,29,3.194,-0.229,20,3.121,0.179,9,3.357,-1.135,0.0,0.0,,0.071,1.143,9.357,2.786,0.643
Matthew Kennedy,Carlton,24,24.73,Midfielder,13,8.392,74.769,79.308,7,0.538,1,0,65.0,10.615,7.769,18.385,68.619,57.246,84.158,57.741,3.462,1.0,277.769,15.109,2.846,6.459,3.077,5.975,25.335,-4.646,54.304,-9.476,7.231,11.154,18.385,39.331,2.231,4.615,0.462,2.308,2.231,2.692,1.769,1.077,0.615,6.0,12.0,45.217,1.462,12.179,1.846,3.308,3.769,77.551,4.615,0.462,0.077,0.769,0.462,0.846,0.769,0.077,0.538,0.623,0.0,0.0,0.0,,0.0,4.154,0.538,0.154,50.0,0.308,75.0,6,0.462,0.154,0.923,0.077,50.0,3.538,16.254,1.0,12,3.431,-0.265,5,3.773,1.027,7,3.187,-1.187,0.0,0.0,,0.231,0.692,15.077,7.231,0.231
Caleb Graham,Gold Coast,21,21.3,Ruck,12,6.1,43.833,36.333,0,0.0,0,0,80.583,4.333,2.75,7.083,80.0,78.846,81.818,61.176,0.333,0.833,70.667,9.976,2.083,3.4,1.083,6.538,17.218,-2.932,69.038,-1.691,2.667,4.75,7.417,35.955,2.833,1.667,0.083,0.5,1.167,1.583,1.167,0.0,0.417,1.333,9.417,38.832,0.5,5.31,0.417,0.917,0.917,90.909,3.5,0.25,0.0,1.5,0.0,0.25,0.833,-0.583,28.833,32.126,6.833,23.699,2.5,36.585,0.083,0.667,0.0,1.917,34.783,0.5,0.0,0,0.0,0.083,0.083,0.0,0.0,1.25,6.696,0.833,1,2.265,-1.265,0,,,1,2.265,-1.265,0.0,0.0,,0.0,5.917,7.583,4.25,5.083
