Player,Team,Age,Age_Decimal,Position,Matches,RatingPoints_Avg,Supercoach_Avg,DreamTeamPoints_Avg,CoachesVotes_Total,CoachesVotes_Avg,CoachesVotes_MatchesPolled,BnFVotes_Total,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,KickingEfficiency,HandballEfficiency,KickPercentage,Inside50s,Rebound50s,MetresGained,MetresGainedPerDisposal,Clangers,DisposalsPerClanger,Turnovers,DisposalsPerTurnover,xThreatPerKick,ThreatRating,xRetainPerKick,RetentionRating,ContestedPossessions,UncontestedPossessions,TotalPossessions,ContestedPossessionRate,Intercepts,GroundBallGets,GroundBallGetsForward50,HardBallGets,LooseBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,GathersFromHitout,CrumbingPossessions,HandballReceives,CentreBounceAttendances,CentreBounceAttendancePercentage,CentreClearances,CentreClearanceRate,StoppageClearances,TotalClearances,FirstPossessions,FirstPossessionToClearance,Marks,ContestedMarks,MarksInside50,InterceptMarks,MarksOnLead,FreesFor,FreesAgainst,FreesDiff,RuckContests,RuckContestPercentage,Hitouts,HitoutsWinPercentage,HitoutsToAdvantage,HitoutsToAdvantagePercentage,RuckHardBallGets,Tackles,TacklesInside50,ContestDefensiveOneOnOnes,ContestDefensiveLossPercentage,ContestOffensiveOneOnOnes,ContestOffensiveWinPercentage,Goals_Total,Goals_Avg,Behinds,ShotsAtGoal,GoalAssists,GoalAccuracy,ScoreInvolvements,ScoreInvolvementPercentage,ScoreLaunches,xScoreShots,xScorePerShot,xScoreRatingPerShot,xScoreShots_Set,xScorePerShot_Set,xScoreRatingPerShot_Set,xScoreShots_General,xScorePerShot_General,xScoreRatingPerShot_General,KickIns,KickInPercentage,KickInsPlayOnPercentage,Bounces,OnePercenters,PressureActs,PressureActsDefensiveHalf,Spoils
Jack Bowes,Gold Coast,23,23.92,Gen. Defender,19,8.295,82.895,80.579,5,0.263,2,0,79.842,16.158,5.105,21.263,73.267,72.313,76.289,75.99,2.105,4.737,369.778,17.516,2.842,7.481,3.947,5.387,16.855,-0.883,62.138,3.835,5.105,12.526,17.632,28.955,5.579,4.211,0.211,1.0,3.211,4.053,3.368,0.053,1.158,6.263,0.0,0.0,0.211,,0.579,0.789,0.579,90.909,5.105,0.316,0.105,1.158,0.105,0.526,0.789,-0.263,0.0,0.0,0.0,,0.0,,0.0,2.0,0.158,1.211,30.435,0.158,33.333,1,0.053,0.105,0.211,0.105,25.0,2.842,14.958,1.158,4,2.933,-0.933,3,3.164,-0.497,1,2.241,-2.241,3.632,30.804,92.754,0.737,2.842,11.474,8.316,2.421
Liam Ryan,West Coast,25,25.24,Gen. Forward,14,10.714,62.0,56.5,10,0.714,2,2,78.643,8.286,2.0,10.286,62.5,62.931,60.714,80.556,2.786,0.214,234.643,22.812,2.071,4.966,2.357,4.364,31.743,5.757,53.436,6.287,3.857,6.643,10.5,36.735,0.929,2.0,0.929,0.857,1.143,3.0,1.643,0.357,0.714,2.5,0.0,0.0,0.0,,0.429,0.429,0.571,50.0,3.929,0.786,1.643,0.357,1.071,0.786,0.643,0.143,0.0,0.0,0.0,,0.0,,0.0,1.5,0.643,0.0,,1.429,45.0,24,1.714,0.714,2.857,0.714,60.0,5.071,23.667,0.357,40,3.505,0.345,25,3.534,0.226,15,3.457,0.543,0.0,0.0,,0.714,0.714,12.429,2.643,0.286
Oscar Allen,West Coast,22,22.78,Key Forward,21,8.752,63.619,57.571,16,0.762,2,6,81.143,7.333,2.762,10.095,68.868,63.636,82.759,72.642,1.381,0.81,175.333,17.368,1.905,5.3,2.143,4.711,24.201,-3.583,60.536,-1.773,4.619,5.571,10.19,45.327,1.619,1.81,0.857,0.714,1.095,4.19,1.667,0.0,0.333,2.095,1.714,6.218,0.143,8.333,0.286,0.429,0.381,87.5,4.714,1.762,1.714,0.524,0.857,0.952,0.905,0.048,5.81,6.858,1.476,25.41,0.476,32.258,0.048,1.857,0.571,0.762,25.0,1.619,29.412,28,1.333,0.762,2.476,0.524,53.846,4.333,20.588,0.857,52,3.388,0.15,41,3.362,0.053,11,3.488,0.512,0.0,0.0,,0.048,2.952,10.095,3.857,2.238
Jack Petruccelle,West Coast,22,22.72,Gen. Forward,17,7.547,47.471,48.059,5,0.294,1,0,67.941,6.353,4.059,10.412,68.927,61.111,81.159,61.017,2.471,0.235,188.588,18.113,1.647,6.321,2.0,5.206,29.586,-8.533,53.717,-1.085,4.529,6.176,10.706,42.308,1.765,3.353,1.412,1.176,2.176,3.941,2.941,0.176,1.471,2.294,0.0,0.0,0.0,,0.412,0.412,0.471,87.5,3.471,0.471,0.647,0.176,0.294,0.294,0.765,-0.471,0.0,0.0,0.0,,0.0,,0.0,1.588,0.353,0.059,100.0,1.0,35.294,16,0.941,0.471,1.706,0.353,55.172,3.471,16.253,0.588,29,3.411,0.175,7,3.305,-1.162,22,3.445,0.6,0.0,0.0,,0.118,0.529,10.412,3.176,0.235
Xavier O'Neill,West Coast,21,21.41,Mid-Forward,8,3.5,37.625,41.0,0,0.0,0,0,63.75,5.875,4.625,10.5,69.048,57.447,83.784,55.952,1.875,0.375,115.25,10.976,2.25,4.667,1.75,6.0,25.72,-12.084,55.633,-12.451,4.0,7.125,11.125,35.955,1.125,2.25,0.25,0.75,1.5,1.75,1.125,0.625,0.375,4.375,5.125,18.142,0.625,12.195,0.375,1.0,1.625,46.154,2.0,0.25,0.125,0.125,0.25,0.5,0.25,0.25,0.0,0.0,0.0,,0.0,,0.0,1.875,0.25,0.0,,0.0,,1,0.125,0.125,0.25,0.25,50.0,1.625,7.784,0.25,2,4.063,-0.563,1,5.096,-4.096,1,3.03,2.97,0.0,0.0,,0.0,1.125,13.75,6.25,0.375
Jamie Cripps,West Coast,29,29.69,Gen. Forward,22,10.0,73.273,71.0,13,0.591,2,3,86.455,9.318,4.955,14.273,63.057,55.122,77.982,65.287,3.227,0.182,273.0,19.127,2.5,5.709,2.5,5.709,29.603,10.252,48.915,9.781,5.5,9.545,15.045,36.556,0.909,3.864,1.773,1.227,2.636,3.5,2.773,0.591,1.636,4.545,0.045,0.165,0.091,100.0,1.0,1.091,1.591,60.0,3.727,0.136,0.864,0.136,0.909,0.773,0.909,-0.136,0.0,0.0,0.0,,0.0,,0.0,3.909,1.682,0.045,0.0,0.455,0.0,26,1.182,1.182,2.818,0.636,41.935,6.091,28.694,0.773,62,2.583,0.353,26,2.962,0.5,36,2.309,0.247,0.0,0.0,,0.364,1.5,20.955,6.227,0.455
Jack Darling,West Coast,29,29.55,Key Forward,22,10.532,75.182,69.636,23,1.045,4,4,96.773,8.0,4.136,12.136,68.539,67.614,70.33,65.918,2.455,0.091,230.909,19.026,2.727,4.45,2.909,4.172,28.731,6.912,54.221,3.204,6.545,6.136,12.682,51.613,0.955,2.773,1.455,1.318,1.455,6.091,2.682,0.0,0.636,1.045,0.0,0.0,0.0,,0.227,0.227,0.409,55.556,5.591,1.955,2.227,0.136,1.455,1.318,1.136,0.182,3.909,4.649,0.727,18.605,0.227,31.25,0.318,2.409,1.045,0.091,50.0,5.273,26.724,42,1.909,0.864,3.182,0.5,60.0,5.682,26.767,0.591,70,3.598,0.273,57,3.74,0.225,13,2.978,0.483,0.0,0.0,,0.045,1.591,11.955,2.909,1.045
Jeremy McGovern,West Coast,29,29.71,Key Defender,15,11.2,88.4,72.0,5,0.333,1,0,80.267,13.067,3.333,16.4,84.959,83.163,92.0,79.675,0.733,5.2,298.467,18.199,1.933,8.483,2.6,6.308,15.51,-1.969,68.448,-2.823,5.267,9.333,14.6,36.073,7.467,2.267,0.0,0.533,1.733,5.067,2.2,0.0,0.733,2.667,0.133,0.496,0.067,50.0,0.133,0.2,0.133,100.0,7.4,1.667,0.0,3.333,0.0,1.133,0.6,0.533,1.2,1.425,0.6,50.0,0.067,11.111,0.067,1.0,0.0,2.333,20.0,0.133,50.0,0,0.0,0.0,0.0,0.067,,1.933,9.603,1.133,0,,,0,,,0,,,2.267,22.368,76.471,0.0,6.067,6.333,5.333,5.6
Tim Kelly,West Coast,27,27.43,Midfielder,19,10.937,85.368,84.263,37,1.947,6,10,77.947,12.895,11.0,23.895,66.96,53.878,82.297,53.965,4.316,1.263,356.316,14.912,3.579,6.676,4.474,5.341,25.104,6.84,50.466,1.849,10.579,13.789,24.368,43.413,2.263,6.842,0.947,2.684,4.158,3.842,3.211,2.789,1.526,9.579,20.105,73.888,2.737,13.613,2.579,5.316,6.0,79.825,3.263,0.053,0.053,0.053,0.053,0.684,0.895,-0.211,0.0,0.0,0.0,,0.0,,0.0,3.368,0.737,0.105,0.0,0.105,0.0,6,0.316,0.421,0.842,0.789,37.5,5.789,27.5,1.158,16,2.43,0.32,2,2.954,0.546,14,2.355,0.288,0.0,0.0,,0.579,0.737,22.474,9.474,0.158
Liam Duggan,West Coast,25,25.05,Gen. Defender,14,6.65,75.571,78.357,4,0.286,1,0,84.5,13.429,5.5,18.929,75.472,74.468,77.922,70.943,2.357,2.786,310.357,16.396,2.214,8.548,3.857,4.907,19.643,2.579,61.138,-2.249,5.143,14.286,19.429,26.471,4.714,4.429,0.214,1.357,3.071,4.286,3.786,0.071,1.643,6.643,2.643,9.512,0.071,2.703,0.429,0.5,0.571,62.5,6.714,0.143,0.0,0.929,0.0,0.286,0.643,-0.357,0.0,0.0,0.0,,0.0,,0.0,2.143,0.071,0.714,50.0,0.0,,0,0.0,0.0,0.0,0.357,,3.071,14.777,0.643,0,,,0,,,0,,,0.071,0.719,100.0,0.071,1.643,14.714,7.786,1.357
Tom Barrass,West Coast,26,26.23,Key Defender,16,10.281,79.312,62.375,4,0.25,3,1,87.062,10.5,3.312,13.812,84.615,85.119,83.019,76.018,0.938,2.5,209.062,15.136,1.375,10.045,2.25,6.139,15.636,-1.09,68.018,-1.352,4.938,8.875,13.812,35.747,6.125,1.938,0.0,0.625,1.312,4.875,1.875,0.0,0.438,2.438,0.0,0.0,0.0,,0.062,0.062,0.0,,7.312,1.75,0.0,2.875,0.062,0.875,0.375,0.5,0.062,0.074,0.062,100.0,0.0,0.0,0.0,0.625,0.0,3.375,25.926,0.0,,0,0.0,0.0,0.0,0.0,,1.75,8.696,0.75,0,,,0,,,0,,,0.062,0.556,100.0,0.125,8.25,3.875,3.5,7.375
Tom Cole,West Coast,24,24.59,Gen. Defender,22,5.482,55.045,56.273,3,0.136,1,0,83.545,9.227,4.455,13.682,83.056,79.31,90.816,67.442,1.136,2.045,170.818,12.485,2.409,5.679,2.091,6.543,20.571,-0.468,68.176,1.927,3.273,10.091,13.364,24.49,4.409,2.045,0.0,0.409,1.636,3.0,1.909,0.045,0.909,4.545,0.0,0.0,0.091,,0.273,0.364,0.136,100.0,4.773,0.318,0.0,1.045,0.227,0.636,1.091,-0.455,0.0,0.0,0.0,,0.0,,0.0,2.0,0.0,1.182,19.231,0.0,,0,0.0,0.0,0.045,0.182,0.0,2.091,9.85,0.909,1,2.81,-2.81,0,,,1,2.81,-2.81,0.136,1.293,100.0,0.091,2.682,13.0,9.364,2.091
Josh Rotham,West Coast,23,23.84,Key Defender,19,5.932,73.947,71.579,3,0.158,2,0,87.211,12.211,3.842,16.053,87.213,86.638,89.041,76.066,1.0,3.263,276.895,17.249,2.053,7.821,2.947,5.446,16.436,2.862,64.744,-1.586,4.105,12.684,16.789,24.451,5.158,2.158,0.053,0.579,1.579,3.895,2.053,0.0,0.737,4.105,0.0,0.0,0.0,,0.053,0.053,0.105,50.0,8.474,0.684,0.0,1.684,0.0,0.684,0.895,-0.211,0.0,0.0,0.0,,0.0,,0.0,0.947,0.0,1.947,35.135,0.0,,0,0.0,0.053,0.053,0.053,0.0,2.211,10.024,0.737,1,2.259,-1.259,0,,,1,2.259,-1.259,0.316,2.941,100.0,0.211,4.158,6.684,5.368,3.0
Jamaine Jones,West Coast,23,23.25,Gen. Forward,15,6.413,44.0,38.6,1,0.067,1,0,56.067,4.267,2.467,6.733,81.188,75.0,91.892,63.366,1.667,0.667,113.533,16.861,1.067,6.312,1.267,5.316,28.776,3.878,55.311,7.954,3.2,3.933,7.133,44.86,1.333,2.067,0.333,0.533,1.533,2.6,1.867,0.267,0.6,2.067,0.733,2.523,0.2,27.273,0.2,0.4,0.333,100.0,1.4,0.0,0.333,0.067,0.133,0.733,0.4,0.333,0.0,0.0,0.0,,0.0,,0.0,3.133,1.0,0.067,0.0,0.333,0.0,11,0.733,0.2,1.0,0.333,73.333,2.933,13.333,0.533,15,3.57,1.03,6,3.385,0.948,9,3.693,1.084,0.0,0.0,,0.133,0.467,14.333,4.6,0.133
Zac Williams,Carlton,27,27.27,Gen. Defender,14,12.164,84.714,71.5,10,0.714,2,0,73.5,14.357,4.5,18.857,75.0,69.652,92.063,76.136,3.357,3.429,427.286,22.659,2.5,7.543,4.071,4.632,21.905,-3.047,55.325,4.104,6.5,11.071,17.571,36.992,5.214,4.929,0.571,1.143,3.786,4.143,3.357,0.357,1.214,6.571,4.071,14.578,0.571,14.035,1.429,2.0,1.643,86.957,3.929,0.214,0.286,1.143,0.286,0.786,1.0,-0.214,0.0,0.0,0.0,,0.0,,0.0,1.857,0.143,0.571,37.5,0.071,100.0,5,0.357,0.286,0.786,0.429,45.455,3.643,15.987,1.357,11,2.776,0.314,3,4.025,-1.358,8,2.308,0.942,1.786,17.857,84.0,0.929,1.357,11.071,6.429,0.571
Jack Martin,Carlton,26,26.92,Gen. Forward,11,7.691,68.182,62.818,2,0.182,1,0,78.273,8.545,4.182,12.727,80.0,76.596,86.957,67.143,2.364,0.545,174.455,13.707,1.909,6.667,2.091,6.087,28.596,10.071,66.237,5.763,4.364,8.455,12.818,34.043,1.273,2.727,1.182,1.0,1.727,3.182,1.909,0.273,1.091,2.818,2.909,10.702,0.364,12.5,0.455,0.818,0.909,60.0,5.545,0.727,1.364,0.455,1.182,0.818,1.0,-0.182,0.0,0.0,0.0,,0.0,,0.0,2.364,0.636,0.091,100.0,2.091,43.478,8,0.727,0.545,1.545,0.909,47.059,5.273,24.576,0.818,17,3.83,-0.654,12,3.813,-0.397,5,3.872,-1.272,0.0,0.0,,0.0,1.091,11.909,2.909,0.545
Steele Sidebottom,Collingwood,30,30.99,Mid-Forward,21,9.686,87.333,88.429,5,0.238,2,0,83.571,12.952,10.857,23.81,71.4,64.706,79.386,54.4,2.952,1.333,271.35,11.547,3.857,6.173,4.143,5.747,24.897,-1.854,55.476,7.132,7.905,15.952,23.857,33.134,2.143,6.0,1.19,1.905,4.095,3.81,3.286,0.952,1.476,9.571,9.857,37.568,1.286,13.043,1.952,3.238,3.19,83.582,5.429,0.0,0.286,0.143,0.905,0.667,1.143,-0.476,0.0,0.0,0.0,,0.0,,0.0,2.952,0.619,0.095,50.0,0.619,7.692,8,0.381,0.238,0.762,0.476,50.0,5.143,26.087,0.905,16,3.09,0.222,5,3.048,1.952,11,3.109,-0.564,0.0,0.0,,0.476,1.429,20.667,9.667,0.333
Thomas Berry,Brisbane,21,21.66,Gen. Forward,11,1.727,17.182,16.909,0,0.0,0,0,31.182,1.273,2.091,3.364,67.568,57.143,73.913,37.838,0.727,0.0,32.909,9.784,1.182,2.846,1.182,2.846,29.004,-0.433,43.823,-0.966,1.636,1.727,3.364,48.649,0.545,1.364,0.455,0.818,0.545,1.364,1.182,0.091,0.364,0.727,0.0,0.0,0.0,,0.091,0.091,0.182,0.0,0.545,0.0,0.182,0.0,0.0,0.182,0.455,-0.273,0.0,0.0,0.0,,0.0,,0.0,1.818,0.545,0.091,0.0,0.545,0.0,2,0.182,0.091,0.364,0.182,50.0,1.0,4.029,0.0,4,3.124,0.126,1,4.342,1.658,3,2.717,-0.384,0.0,0.0,,0.0,0.455,7.364,2.545,0.273
Jaxon Prior,Brisbane,20,20.57,Midfielder,18,3.894,40.0,39.056,0,0.0,0,0,59.222,6.444,2.444,8.889,66.875,60.345,84.091,72.5,1.889,1.111,183.778,20.675,1.167,7.619,1.833,4.848,22.948,0.284,52.837,-7.382,2.944,6.056,9.0,32.716,1.333,2.111,0.222,0.611,1.5,2.111,1.5,0.056,0.389,3.278,0.0,0.0,0.0,,0.889,0.889,0.611,100.0,2.5,0.167,0.111,0.278,0.167,0.611,0.278,0.333,0.0,0.0,0.0,,0.0,,0.0,1.333,0.056,0.444,12.5,0.278,60.0,6,0.333,0.222,0.611,0.167,54.545,2.222,8.602,0.611,11,3.473,0.163,5,3.862,0.138,6,3.149,0.184,0.0,0.0,,0.0,1.056,8.556,4.167,0.667
Jack Henry,Geelong,23,23.33,Key Defender,24,9.792,80.875,64.917,19,0.792,6,4,94.958,9.042,4.958,14.0,86.012,88.94,80.672,64.583,1.292,2.167,181.478,13.044,1.083,12.923,1.625,8.615,20.672,4.701,72.552,1.578,5.292,8.583,13.875,38.138,5.958,3.292,0.208,1.0,2.292,4.958,3.042,0.042,0.875,2.917,0.333,1.345,0.0,0.0,0.25,0.25,0.25,66.667,6.25,1.25,0.208,2.292,0.042,0.708,0.333,0.375,1.708,1.88,0.417,24.39,0.083,20.0,0.0,1.792,0.125,2.542,19.672,0.5,16.667,7,0.292,0.083,0.5,0.167,58.333,2.792,12.594,0.833,12,3.16,0.506,6,3.204,-0.871,6,3.117,1.883,0.0,0.0,,0.083,5.458,7.708,5.292,4.667
Francis Evans,Geelong,20,20.35,Gen. Forward,2,4.0,27.5,26.5,0,0.0,0,0,48.0,4.0,0.0,4.0,75.0,75.0,,100.0,1.0,0.0,81.5,20.375,0.0,,0.0,,31.834,-11.834,67.066,12.934,0.5,3.0,3.5,14.286,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.5,0.5,0.0,,0.0,,2,1.0,0.5,1.5,0.0,66.667,2.0,10.0,0.0,3,3.626,0.708,1,2.748,-1.748,2,4.064,1.936,0.0,0.0,,0.0,0.5,4.5,1.0,0.5
Chayce Jones,Adelaide,21,21.96,Gen. Defender,15,5.8,46.867,45.0,4,0.267,1,0,73.6,8.533,3.867,12.4,69.355,64.062,81.034,68.817,1.2,2.733,253.286,19.065,2.533,4.895,2.733,4.537,19.019,-10.247,60.924,-3.029,3.533,7.667,11.2,31.548,4.067,2.8,0.067,0.6,2.2,3.133,2.467,0.067,0.533,4.467,0.0,0.0,0.067,,0.067,0.133,0.267,75.0,2.867,0.333,0.0,0.933,0.067,0.4,1.0,-0.6,0.0,0.0,0.0,,0.0,,0.0,1.267,0.133,1.4,23.81,0.067,0.0,1,0.067,0.2,0.333,0.067,20.0,1.4,6.646,0.733,5,2.667,-0.867,0,,,5,2.667,-0.867,1.733,16.352,53.846,0.133,2.0,11.2,7.733,1.6
Nick Murray,Adelaide,21,21.03,Key Defender,13,5.231,44.154,30.769,0,0.0,0,0,66.538,5.385,1.538,6.923,80.0,80.0,80.0,77.778,0.692,2.231,170.818,23.488,1.538,4.5,2.154,3.214,14.938,0.447,59.067,-9.836,3.231,3.538,6.769,47.727,3.231,1.538,0.0,0.462,1.077,3.154,1.462,0.0,0.308,1.308,0.0,0.0,0.0,,0.077,0.077,0.077,100.0,2.231,0.462,0.154,0.462,0.077,1.0,0.769,0.231,0.077,0.088,0.077,100.0,0.0,0.0,0.0,1.385,0.0,2.923,18.421,0.231,0.0,1,0.077,0.077,0.231,0.0,33.333,0.846,4.28,0.385,3,3.138,-0.804,2,3.757,-0.257,1,1.9,-1.9,0.385,3.205,100.0,0.0,6.308,4.923,3.692,5.615
Matthew Ling,Sydney,22,22.69,Gen. Defender,1,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,,,0,,,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Justin McInerney,Sydney,21,21.36,Midfielder,21,9.562,73.81,67.952,4,0.19,2,0,79.476,10.905,7.143,18.048,79.42,75.983,84.667,60.422,3.0,1.476,307.05,17.106,2.143,8.422,2.905,6.213,24.925,2.178,60.81,7.414,5.19,14.0,19.19,27.047,3.476,3.667,0.381,1.0,2.667,3.81,2.714,0.238,0.619,7.667,1.333,4.965,0.19,14.286,0.714,0.905,0.762,81.25,5.381,0.19,0.143,0.571,0.048,1.0,0.905,0.095,0.048,0.055,0.048,100.0,0.0,0.0,0.0,1.095,0.048,0.571,16.667,0.19,25.0,7,0.333,0.095,0.524,0.381,63.636,4.143,17.576,0.81,11,3.025,0.975,6,2.997,2.17,5,3.059,-0.459,0.048,0.461,100.0,0.333,1.81,13.857,8.238,0.952
Mitch Georgiades,Port Adelaide,20,20.25,Key Forward,21,5.624,58.238,52.905,5,0.238,1,1,74.762,6.381,3.619,10.0,70.0,66.418,76.316,63.81,1.714,0.048,134.667,13.467,2.81,3.559,3.095,3.231,33.469,-2.586,59.814,3.421,4.238,5.81,10.048,42.18,1.143,2.286,1.238,0.762,1.524,4.19,2.238,0.0,0.571,1.476,0.0,0.0,0.0,,0.048,0.048,0.048,100.0,4.429,1.19,2.095,0.143,0.952,0.667,1.476,-0.81,0.0,0.0,0.0,,0.0,,0.0,1.762,1.238,0.19,25.0,2.524,28.302,32,1.524,0.81,2.81,0.381,54.237,4.238,18.856,0.476,59,3.627,-0.085,45,3.816,0.028,14,3.02,-0.449,0.0,0.0,,0.048,1.048,9.048,1.429,0.714
Oskar Baker,Melbourne,23,23.6,Midfielder,3,3.1,22.333,24.333,0,0.0,0,0,28.333,4.0,1.0,5.0,66.667,58.333,100.0,80.0,2.0,0.333,105.0,21.0,0.667,7.5,1.333,3.75,31.755,-4.482,59.746,-23.383,1.0,4.0,5.0,20.0,0.667,1.0,0.0,0.0,1.0,0.333,0.333,0.0,0.333,2.0,0.0,0.0,0.0,,0.667,0.667,0.0,,1.667,0.0,0.0,0.667,0.667,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.333,0.0,0.333,0.0,0.0,,0,0.0,0.0,0.333,0.0,0.0,1.333,4.938,0.333,1,1.642,-1.642,0,,,1,1.642,-1.642,0.0,0.0,,0.333,0.333,4.333,1.667,0.0
Jack Viney,Melbourne,27,27.71,Midfielder,15,9.52,86.2,91.6,8,0.533,3,3,77.133,10.8,11.533,22.333,62.388,46.914,76.879,48.358,3.933,0.933,298.267,13.355,4.2,5.317,4.867,4.589,27.571,-4.315,45.451,-7.466,10.867,11.133,22.0,49.394,2.467,6.067,1.467,2.667,3.467,4.067,3.2,3.067,1.467,7.8,18.267,71.354,2.0,10.949,3.333,5.333,6.4,80.208,2.467,0.0,0.267,0.267,0.133,2.0,1.2,0.8,0.0,0.0,0.0,,0.0,,0.0,7.067,1.333,0.0,,0.067,0.0,4,0.267,0.467,0.733,0.333,36.364,5.467,20.551,1.6,11,3.448,-0.63,6,3.798,-1.964,5,3.029,0.971,0.0,0.0,,0.0,1.4,26.467,10.467,0.467
Zak Jones,St Kilda,26,26.79,Midfielder,13,12.169,92.538,88.462,12,0.923,2,4,72.846,12.538,10.846,23.385,75.987,68.098,85.106,53.618,4.308,1.538,334.5,14.035,2.846,8.216,4.154,5.63,26.702,-0.728,54.732,1.112,8.385,15.615,24.0,34.936,2.077,5.385,0.462,2.615,2.769,2.923,2.385,1.923,0.769,10.385,14.385,52.089,1.077,7.487,3.154,4.231,4.231,85.455,3.769,0.0,0.385,0.154,0.077,1.308,1.0,0.308,0.0,0.0,0.0,,0.0,,0.0,4.385,0.538,0.0,,0.077,100.0,4,0.308,0.154,0.538,0.615,57.143,5.308,24.042,0.846,7,3.029,0.685,2,4.625,1.375,5,2.391,0.409,0.0,0.0,,1.154,0.923,19.615,8.385,0.154
Ben Ainsworth,Gold Coast,23,23.88,Gen. Forward,17,5.576,61.0,69.471,7,0.412,1,0,77.235,11.0,4.353,15.353,66.284,64.706,70.27,71.648,2.941,0.529,287.625,18.118,2.882,5.327,3.294,4.661,27.723,2.065,57.665,4.747,4.706,10.706,15.412,30.534,1.118,3.235,0.882,1.0,2.235,3.647,2.529,0.294,1.294,4.353,0.176,0.709,0.176,100.0,0.471,0.647,0.765,61.538,5.294,0.235,1.0,0.118,1.294,0.824,0.824,0.0,0.0,0.0,0.0,,0.0,,0.0,2.059,0.471,0.0,,0.824,21.429,12,0.706,1.059,2.353,0.824,30.0,5.118,26.205,0.353,40,3.037,-0.787,21,3.319,-0.557,19,2.725,-1.041,0.0,0.0,,0.059,0.529,13.294,4.353,0.118
Jack Scrimshaw,Hawthorn,23,23.32,Gen. Defender,20,11.12,83.8,79.75,12,0.6,3,1,74.9,12.45,8.15,20.6,83.981,80.723,88.957,60.437,1.7,3.5,299.45,14.536,1.8,11.444,2.3,8.957,20.782,0.38,63.61,8.174,5.0,14.55,19.55,25.575,6.0,3.4,0.0,0.95,2.45,3.9,2.6,0.1,1.15,7.8,0.4,1.468,0.1,25.0,0.75,0.85,0.6,66.667,6.35,0.7,0.0,2.35,0.1,0.4,0.15,0.25,0.0,0.0,0.0,,0.0,,0.0,1.45,0.0,0.9,33.333,0.0,,4,0.2,0.1,0.35,0.4,57.143,3.6,18.321,1.05,7,2.6,1.115,1,2.587,-1.587,6,2.602,1.565,2.25,23.684,64.444,0.55,2.1,8.8,6.35,1.15
Jason Johannisen,Western Bulldogs,29,29.14,Gen. Forward,25,7.176,52.04,44.28,0,0.0,0,0,71.52,6.08,3.92,10.0,76.4,69.737,86.735,60.8,2.56,0.36,202.28,20.228,1.16,8.621,1.92,5.208,30.469,15.294,51.474,7.0,3.0,7.24,10.24,29.297,1.4,2.4,0.8,0.64,1.76,2.6,2.08,0.0,0.96,3.84,0.0,0.0,0.04,,0.32,0.36,0.2,100.0,2.68,0.12,0.4,0.2,0.2,0.36,0.28,0.08,0.0,0.0,0.0,,0.0,,0.0,1.64,0.64,0.24,50.0,0.76,15.789,15,0.6,0.48,1.24,0.6,48.387,4.24,16.933,0.6,31,3.052,0.239,13,3.082,0.918,18,3.03,-0.252,0.04,0.415,100.0,0.32,1.2,11.56,3.68,0.64
Heath Chapman,Fremantle,19,19.91,Gen. Defender,6,4.417,56.167,55.333,0,0.0,0,0,83.0,8.333,5.833,14.167,77.647,68.0,91.429,58.824,0.833,2.667,218.5,15.424,2.5,5.667,2.833,5.0,17.748,5.169,59.873,0.544,4.333,10.167,14.5,29.885,4.167,3.333,0.0,0.833,2.5,4.0,3.0,0.0,1.0,5.833,0.0,0.0,0.0,,0.0,0.0,0.167,100.0,4.5,0.5,0.333,0.833,0.0,0.5,1.0,-0.5,0.0,0.0,0.0,,0.0,,0.0,1.667,0.0,1.167,28.571,0.0,,1,0.167,0.0,0.333,0.0,50.0,2.5,9.804,0.833,2,4.24,-1.24,1,5.933,0.067,1,2.547,-2.547,0.167,1.587,100.0,0.0,2.5,9.167,6.833,2.5
